pmid,doctor
16097900,['John A. Ridge']
16098255,['Marwan Fakih']
16109605,"['Morie A. Gertz', 'Stephen M. Ansell', 'Martha Lacy', 'Angela Dispenzieri']"
16110011,['Thomas E. Merchant']
16111472,['Antonio Jimeno']
16111581,['Ashish M. Kamat']
16114805,['Eduardo Bruera']
16115137,"['Ching-Hon Pui', 'John T. Sandlund']"
16115736,['Thomas E. Merchant']
16115937,['Marwan Fakih']
16118317,"['Rafael Fonseca', 'Shaji Kumar', 'Morie A. Gertz', 'Thomas E. Witzig', 'Martha Lacy', 'S. Vincent Rajkumar', 'Angela Dispenzieri', 'Suzanne R. Hayman']"
16128647,['Thomas J. Smith']
16133802,"['Jan C. Buckner', 'Evanthia Galanis']"
16135925,"['Jack A. Roth', 'Stephen Swisher']"
16136310,['Mark G. Kris']
16137580,['Dennis C. Shrieve']
16137893,['Leslie L. Robison']
16142997,['Rafael Fonseca']
16144926,"['Shirish M. Gadgeel', 'Patricia LoRusso']"
16145528,"['Paul D. Brown', 'Jan C. Buckner']"
16146771,['John Marshall']
16156228,['Thomas E. Merchant']
16157934,['Paul E. Goss']
16160209,['Cathy J Bradley']
16162850,['Luis A. Diaz']
16162976,['Steven R Alberts']
16163448,"['Paul D. Brown', 'Jan C. Buckner']"
16166076,"[""Gabriella D'Andrea""]"
16166275,"['Leisha A. Emens', 'Elizabeth M. Jaffee']"
16167384,['Henry Brem']
16168663,['Ivan Borrello']
16169678,['George H. Perkins']
16170159,"['Melissa M. Hudson', 'Leslie L. Robison']"
16170172,['David Schiff']
16175848,['Eric L. Chang']
16177285,"['Mario M. Leitao', 'Dennis Chi']"
16177290,['Richard T. Penson']
16192587,"['Dean F. Bajorin', 'Robert J. Motzer']"
16192602,"['David A. Reardon', 'Henry Brem']"
16193383,['Henry Brem']
16193791,['Mark Bilsky']
16194460,['Henry Brem']
16195801,['Thomas E. Merchant']
16196501,['Matthew P. Goetz']
16197445,['David P. Steensma']
16197448,"['Stephen E. Sallan', 'Lewis B. Silverman']"
16197641,['Ann M. Gillenwater']
16197721,['Howard L. McLeod']
16200343,"['Thomas E. Merchant', 'Clinton F. Stewart']"
16200565,['Thomas E. Merchant']
16206208,['Lia Gore']
16206291,"['Paul G. Richardson', 'S. Vincent Rajkumar']"
16207474,['W. K. Alfred Yung']
16207679,['Aminah Jatoi']
16211886,['Mark Bilsky']
16212807,['Jan C. Buckner']
16212813,['W. K. Alfred Yung']
16221048,['Amy B. Heimberger']
16221383,['Diane C. Bodurka']
16222146,"['Ralph R. Weichselbaum', 'Mitchell C. Posner']"
16224389,['Howard L. McLeod']
16225651,['David P. Steensma']
16226704,"['David B. Solit', 'Neal Rosen']"
16227990,['Aaron Rapoport']
16230412,"['Ralph R. Weichselbaum', 'Mitchell C. Posner']"
16234680,['Mark M. Souweidane']
16238515,['Eduardo Bruera']
16239183,['David Schiff']
16241110,['Robert Winn']
16242055,['Heidi D. Klepin']
16243445,['Michael G. Haddock']
16254130,['Djordje Atanackovic']
16254489,['Keith L. Ligon']
16258932,['Melissa M. Hudson']
16265014,['Anees B. Chagpar']
16267021,['Marina Konopleva']
16267128,['Christina Tsien']
16270323,['Jessica Hwang']
16273313,['Jan C. Buckner']
16274340,['Mark Bilsky']
16275593,['Dean Lim']
16275985,"['Dan Laheru', 'Drew M. Pardoll', 'Elizabeth M. Jaffee']"
16275989,['W. K. Alfred Yung']
16276003,['Steven Gore']
16278401,['Tomasz M. Beer']
16280676,['Patrick Y. Wen']
16282176,"['Daphne A. Haas-Kogan', 'Ingo K. Mellinghoff', 'Charles L. Sawyers']"
16283527,['Steven R. Patierno']
16284573,['Henry Brem']
16285228,['Thomas J. Smith']
16287957,['Charis Eng']
16287993,['Douglas Yee']
16291153,['Alberto S. Pappo']
16293864,"['Gabriel N. Hortobagyi', 'Vicente Valero', 'Lajos Pusztai']"
16293871,"['Thomas E. Merchant', 'Melissa M. Hudson']"
16298499,['Christina Tsien']
16299226,"['Steven M. Larson', 'Howard I. Scher']"
16299241,['Howard L. McLeod']
16299247,['David A. Reardon']
16304408,['Sergio Giralt']
16305490,['Jeffrey E. Lancet']
16307520,['Kelvin Lee']
16307943,['Anees B. Chagpar']
16312042,['Henry Brem']
16314644,['Mario Sznol']
16314955,['Clinton F. Stewart']
16316309,['Richard A. Larson']
16316616,['Susana M. Campos']
16317760,['Clinton F. Stewart']
16319524,['Steven Grant']
16321430,['Joan L. Walker']
16322467,['Parkash S. Gill']
16326753,"['George D. Demetri', 'Bruce E. Johnson', 'Mark G. Kris', 'Dean F. Bajorin', 'Everett E. Vokes', 'Roy S. Herbst']"
16328723,['Steven E. Schild']
16333860,['Leslie L. Robison']
16338484,['Karen K. Ballen']
16341809,['Jeffrey N. Weitzel']
16351527,['Eduardo Bruera']
16353206,['Ronald S. Go']
16356307,['Barbara Burtness']
16361621,['Leslie L. Robison']
16361625,['Jan C. Buckner']
16361627,['Robert J. Motzer']
16361636,['David A. Reardon']
16369924,['Melissa M. Hudson']
16370303,['Henry Brem']
16370914,['Jack A. Roth']
16374884,['Kenneth J. Cohen']
16375650,['Anas Younes']
16377413,['David Raben']
16377838,['David Schiff']
16378156,"['Amy C. Degnim', 'Kelly Hunt']"
16382120,['David A. Reardon']
16387387,['Janakiraman Subramanian']
16390964,['Kenneth V. I. Rolston']
16391368,"['Kenneth Offit', 'Ching-Hon Pui', 'Leslie L. Robison']"
16393481,['Martine Extermann']
16393484,['Loren K. Mell']
16393983,"['Leisha A. Emens', 'Elizabeth M. Jaffee']"
16397212,"['Amado J. Zurita', 'Kim-Anh Do']"
16397252,['Gabriel N. Hortobagyi']
16398484,['Mark M. Souweidane']
16400638,['Steven E. Schild']
16402231,['Susan B. LeGrand']
16406867,"['S. Machele Donat', 'Paul Russo']"
16409122,['Umar Mahmood']
16412015,"['Apostolia Maria Tsimberidou', 'Hagop M. Kantarjian']"
16412648,['Samuel R. Denmeade']
16413056,['Martin S. Tallman']
16413465,['Steven Martin']
16413695,['Steven E. Schild']
16414207,['Mitchell Machtay']
16414988,"['Ralph R. Weichselbaum', 'Mitchell C. Posner']"
16416165,"['Peter C. Enzinger', 'Charles S. Fuchs', 'David P. Ryan']"
16416401,['Cathy J Bradley']
16421416,['Banu Arun']
16424003,['Charis Eng']
16424036,['Charles L. Sawyers']
16428468,['Stanton L. Gerson']
16428497,['Christopher Sweeney']
16428500,"['Frederick F. Lang', 'W. K. Alfred Yung']"
16435156,['Panagiotis A. Konstantinopoulos']
16443510,['Elizabeth J. Shpall']
16443519,"['Yago Nieto', 'Elizabeth J. Shpall']"
16443946,['Patrick Y. Wen']
16444847,['Donna S. Zhukovsky']
16446328,"['Amar J. Gajjar', 'Clinton F. Stewart', 'Victor M. Santana', 'Najat C. Daw']"
16450661,['Charles L. Loprinzi']
16450788,['Kevin C. Halling']
16452233,"['Drew M. Pardoll', 'Richard D. Schulick']"
16453335,"['Stephen J. Forman', 'Joseph Rosenthal']"
16453961,['Paul G. Richardson']
16456576,['Ernest Hawk']
16461424,['Clinton F. Stewart']
16462849,['Stuart M. Lichtman']
16463390,['Thomas E. Merchant']
16464820,['John C. Byrd']
16466429,['Leslie L. Robison']
16467100,['David A. Reardon']
16467372,"['Richard J. Wong', 'Prasad S. Adusumilli', 'Valerie W. Rusch']"
16468416,"['Gabriel N. Hortobagyi', 'Lajos Pusztai']"
16470234,['Melissa M. Hudson']
16472693,['John Marshall']
16472938,['Thomas E. Merchant']
16473506,['Guillermo Garcia-Manero']
16474316,['Stephen M. Ansell']
16474907,['Courtney L. Scaife']
16475781,['Yu Chen']
16476836,"['Patrick Y. Wen', 'David A. Reardon']"
16476842,"['Richard T. Penson', 'Gregory A. Abel']"
16480795,"['Richard E. Champlin', 'Elizabeth J. Shpall']"
16488985,['Fergus Couch']
16489045,['Antonio Jimeno']
16489083,"['Wells A. Messersmith', 'Ross C. Donehower']"
16490869,['Christopher Y. Thomas']
16495375,['Daphne A. Haas-Kogan']
16502018,['Douglas Yee']
16503137,"['George D. Demetri', 'Suzanne George', 'David P. Ryan']"
16503551,"['Rafael Fonseca', 'Morie A. Gertz', 'Martha Lacy', 'Angela Dispenzieri']"
16504287,['Paul Russo']
16505440,['George D. Demetri']
16505801,['Rui Amaral Mendes']
16506496,['Thomas E. Merchant']
16510586,['David Walterhouse']
16516953,['John O. Schorge']
16525177,['Christina Tsien']
16525178,['Frederick F. Lang']
16525179,['Jan C. Buckner']
16525180,['David A. Reardon']
16525186,['Paul D. Brown']
16530341,['Sameer R. Keole']
16530701,['Howard Colman']
16533757,"['Jan C. Buckner', 'Evanthia Galanis']"
16533878,"['Patrick Y. Wen', 'David Schiff']"
16546978,['W. K. Alfred Yung']
16548915,['James C. Moore']
16549841,['Susan B. LeGrand']
16552240,['Arif Hussain']
16555978,['Jack A. Roth']
16555999,['Anas Younes']
16556077,['Douglas Yee']
16565724,['Alexander J. Lazar']
16566078,['Paul D. Brown']
16567769,"['Stuart M. Lichtman', 'Mark J. Ratain']"
16567922,['Devinder Singh']
16570002,['Stephen J. Forman']
16572406,['Melissa M. Hudson']
16575334,['Baldassarre Stea']
16575540,['Steven E. Schild']
16580331,"['Robert L. Coleman', 'Charles F. Levenback']"
16580895,['Henry C. Pitot']
16580909,['Jeffrey Myers']
16580917,['David Raben']
16582616,['Charles Roberts']
16583215,['M Dror Michaelson']
16585184,['Frederick F. Lang']
16586497,['David A. Reardon']
16594401,['Eduardo Bruera']
16594409,['Eduardo Bruera']
16594739,['Frederick F. Lang']
16594809,['Leslie L. Robison']
16595064,['George Wilding']
16598424,"['Mark M. Souweidane', 'Ira J. Dunkel']"
16601441,['Dennis C. Shrieve']
16603719,['Geoffrey Shapiro']
16609005,"['Christopher Sweeney', 'George Wilding', 'Glenn Liu']"
16609043,['Paul D. Brown']
16609837,['Henry Brem']
16609952,['Lia Gore']
16611306,"['Rafael Fonseca', 'Morie A. Gertz', 'Thomas E. Witzig', 'Martha Lacy', 'Angela Dispenzieri']"
16613537,['John Marshall']
16613663,['Lynn D. Wilson']
16618745,['Daphne A. Haas-Kogan']
16622074,['Steven Grant']
16622259,['Paul Monk']
16623649,"['Andrew E. Sloan', 'Eric L. Chang']"
16624490,['Eduardo Bruera']
16626607,['Robert L. Coleman']
16626884,"['Paul D. Brown', 'Joon H. Uhm', 'Jan C. Buckner']"
16628012,['W. K. Alfred Yung']
16633367,['Mark J. Ratain']
16635429,['Mark Bilsky']
16635431,['David Schiff']
16635786,['Stephen J. Forman']
16636748,['Henry Brem']
16636750,['W. K. Alfred Yung']
16639492,"['Vinay K. Puduvalli', 'W. K. Alfred Yung']"
16640801,['Ana Aparicio']
16640813,"['Steven P. Treon', 'Morie A. Gertz']"
16641356,"['Victor M. Santana', 'Najat C. Daw']"
16643447,['Alan F. List']
16643692,['William Breitbart']
16644203,"['William H. Matsui', 'B. Douglas Smith']"
16648508,"['Vicente Valero', 'Eduardo Bruera']"
16648988,['Eric L. Chang']
16651642,['Ann H. Partridge']
16652341,['Keith L. Ligon']
16675578,['Jordan Berlin']
16680461,['Candace S. Johnson']
16682153,['Paul D. Brown']
16682733,['Mark J. Ratain']
16682739,['Michael J. Hall']
16687487,['Daphne A. Haas-Kogan']
16688776,['Tomasz M. Beer']
16689405,['Jennifer W. Mack']
16690442,['Jeffrey Y.C. Wong']
16699322,['Howard Colman']
16700322,['Thomas E. Merchant']
16700622,['Andrew E. Sloan']
16702579,['Kenneth Offit']
16704439,['David P. Steensma']
16706629,['Jeffrey Y.C. Wong']
16707433,['Kenneth Offit']
16717289,"['Richard J. Gralla', 'Mark G. Kris']"
16720852,['Richard T. Penson']
16728946,['Loren K. Mell']
16730261,['Drew M. Pardoll']
16730268,['F. Stephen Hodi']
16731193,['Frank C. Detterbeck']
16740765,['Roy S. Herbst']
16741299,['David A. Reardon']
16751059,['Alice Y. Ho']
16752967,['Zeina A. Nahleh']
16752968,['Charles L. Loprinzi']
16754847,['F. Stephen Hodi']
16755540,['Andrew E. Sloan']
16755550,['Leslie L. Robison']
16757128,['Thomas F. DeLaney']
16759164,['Patrick Y. Wen']
16762727,['Jedd D. Wolchok']
16763792,"['Henry C. Pitot', 'Aminah Jatoi', 'Steven R Alberts']"
16770531,['Jeffrey E. Gershenwald']
16770532,['Steven M. Larson']
16770976,"['Kostandinos Sideras', 'Charles L. Loprinzi', 'Scott H. Okuno', 'Steven R Alberts']"
16773562,['Charis Eng']
16775044,['Leslie L. Robison']
16775224,['Amy B. Heimberger']
16776378,['Mark M. Souweidane']
16778094,"['Banu Arun', 'Ernest Hawk']"
16778187,['Charis Eng']
16783776,['Kevin C. Halling']
16784026,['Prasad S. Adusumilli']
16787982,['Charis Eng']
16790091,"['Frederick F. Lang', 'W. K. Alfred Yung']"
16793500,['Dennis C. Shrieve']
16795065,"['Steven N. Hochwald', 'Stephen R. Grobmyer']"
16803568,"['Farhad Ravandi', 'Srdan Verstovsek', 'Alessandra Ferrajoli', 'Elias Jabbour', 'Guillermo Garcia-Manero']"
16807780,"['Patrick Y. Wen', 'David Schiff']"
16809163,['Damian A. Laber']
16810242,['David T. Scadden']
16815558,['Mark J. Ratain']
16818690,"['Howard Colman', 'Amy B. Heimberger', 'W. K. Alfred Yung']"
16818697,['Don M. Benson']
16819629,['David A. Reardon']
16822820,['Leslie L. Robison']
16823316,['Henry Brem']
16826117,['Evanthia Galanis']
16826361,['Steven E. Schild']
16840727,"['Paul G. Richardson', 'S. Vincent Rajkumar']"
16842377,['Mark J. Ratain']
16842922,['Eduardo Bruera']
16843676,['Antonio Jimeno']
16849580,['Ravindra Uppaluri']
16849761,"['David J. Vaughn', 'Christopher Sweeney']"
16855390,['Richard D. Schulick']
16863684,['Michael G. Haddock']
16864055,"['Morie A. Gertz', 'Sergio Giralt', 'Philip L. McCarthy']"
16864665,"['Kevin S. Hughes', 'Kenneth Tanabe']"
16871949,['Thomas F. Hogan']
16872911,['Funda Meric-Bernstam']
16876031,['Mark Bilsky']
16877729,"['Vicente Valero', 'Kim-Anh Do']"
16877733,"['Patrick Y. Wen', 'W. K. Alfred Yung', 'David Schiff']"
16877737,['Clinton F. Stewart']
16880424,['Aditya Bardia']
16883601,['Ching-Hon Pui']
16884326,['Ritu Salani']
16884673,"['Roy H. Decker', 'Lynn D. Wilson']"
16887285,"['Howard Colman', 'W. K. Alfred Yung']"
16890545,['Joan L. Walker']
16891476,['Antonio Jimeno']
16894527,['Ashish M. Kamat']
16899598,"['John P. Fruehauf', 'Henry Brem']"
16899614,"['Alberto Chiappori', 'Gerold Bepler', 'George R. Simon']"
16902946,['Melissa M. Hudson']
16904605,['Funda Meric-Bernstam']
16904847,['Gregory M.M. Videtic']
16904902,['Martine Extermann']
16905421,['William R. Jarnagin']
16910804,['Eduardo Bruera']
16912159,"['Ingo K. Mellinghoff', 'Charles L. Sawyers']"
16914564,['Patrick Hwu']
16921039,"['Jan C. Buckner', 'Randolph Marks']"
16921476,"['Melissa M. Hudson', 'Leslie L. Robison']"
16921510,['Christopher Sweeney']
16923972,"['Ravi Murthy', 'James C. Yao']"
16925104,['David J. Straus']
16928151,['Clinton F. Stewart']
16928835,['George R. Simon']
16929468,['David A. Reardon']
16932601,['David Schiff']
16933983,['Kenneth J. Pienta']
16938573,"['Rafael Fonseca', 'Morie A. Gertz', 'Martha Lacy', 'S. Vincent Rajkumar', 'Angela Dispenzieri']"
16939487,"['Martin S. Tallman', 'Hagop M. Kantarjian']"
16939847,['Tomasz M. Beer']
16943528,['Rinaa S. Punglia']
16944309,['Andrew E. Sloan']
16944468,['Judith Salmon Kaur']
16944534,"['Ashish M. Kamat', 'Nizar M. Tannir', 'Shi-Ming Tu']"
16944541,"['Ashish M. Kamat', 'Nizar M. Tannir', 'Shi-Ming Tu']"
16948123,['Srdan Verstovsek']
16951169,['Candace S. Johnson']
16951209,['Christina Tsien']
16952633,['Willie Underwood']
16953788,['Kenneth J. Pienta']
16955461,['Steven P. Treon']
16955468,['Rafael Fonseca']
16955507,['Gregory T. Armstrong']
16955712,['Jorg Dietrich']
16961053,['Jame Abraham']
16965867,['Paul D. Brown']
16966036,['Richard D. Schulick']
16969080,['Marina Konopleva']
16970222,['Hagop M. Kantarjian']
16972243,['Ira J. Dunkel']
16972901,['Thomas Gajewski']
16978912,['Jeffrey Myers']
16978941,['Howard Silberman']
16979445,['Jeffrey Y.C. Wong']
16979446,['Jeffrey Y.C. Wong']
16982770,['Stephen M. Hahn']
16982889,['Thomas Gajewski']
16983689,['Mark Bilsky']
16984385,"['Tomasz M. Beer', 'Christopher W. Ryan']"
16984600,"['Renuka V. Iyer', 'Boris W. Kuvshinoff', 'Milind M. Javle']"
16985028,['Leslie L. Robison']
16986126,['Hagop M. Kantarjian']
16990112,['Farhad Ravandi']
16990114,['Martin S. Tallman']
17003366,"['Stephen E. Sallan', 'Lewis B. Silverman']"
17009232,['Ira J. Dunkel']
17010105,['Frederick G. Behm']
17011442,['Ralph R. Weichselbaum']
17011514,['W. K. Alfred Yung']
17012043,"['Thomas E. Merchant', 'Clinton F. Stewart']"
17016559,['Ivan Borrello']
17016864,['Deborah Schrag']
17018894,['Joseph A. Sparano']
17019739,['Eric L. Chang']
17022922,['Aminah Jatoi']
17023786,['Mark Bilsky']
17027932,['Jeffrey N. Weitzel']
17030177,"['Lewis R. Roberts', 'Kevin C. Halling']"
17031561,"['Patrick Y. Wen', 'Vinay K. Puduvalli', 'W. K. Alfred Yung', 'David Schiff']"
17032177,"['David P. Steensma', 'Carrie A. Thompson']"
17033968,['Charis Eng']
17035650,"['Melissa M. Hudson', 'Leslie L. Robison']"
17045207,['Michael Wang']
17046841,['Kelly Hunt']
17047041,['W. K. Alfred Yung']
17047046,"['Paul D. Brown', 'Jan C. Buckner']"
17049588,['Heinz-Josef Lenz']
17050016,['Atif J. Khan']
17050017,['Thomas F. DeLaney']
17051323,['David A. Reardon']
17054068,"['Fredrick B. Hagemeister', 'Michael Wang', 'Luis Fayad']"
17060277,['Paul D. Brown']
17065741,['Hossein Borghaei']
17066293,"['Tomasz M. Beer', 'Christopher W. Ryan', 'Candace S. Johnson', 'Milind M. Javle']"
17067460,['Yu Chen']
17069522,['John P. Fruehauf']
17070236,['S. Machele Donat']
17078786,['Patrick Y. Wen']
17078787,['Patrick Y. Wen']
17080234,"['Robert G. Maki', 'Samuel Singer']"
17082887,['David Schiff']
17084620,"['Antonio C. Wolff', 'Wells A. Messersmith', 'Ross C. Donehower']"
17086806,['Claire F. Verschraegen']
17091486,['Carola A. S. Arndt']
17093170,['Eduardo Bruera']
17093911,['Eduardo Bruera']
17096055,['Anees B. Chagpar']
17099633,['Daniel J. DeAngelo']
17102008,['Steven P. Treon']
17102079,['Charis Eng']
17103445,['Eduardo Bruera']
17106239,['Ranjit Bindra']
17107284,['Farhad Ravandi']
17108063,"['Paul D. Brown', 'Jan C. Buckner']"
17108065,['David A. Reardon']
17108138,['Stephen J. Forman']
17113465,['Mark Bilsky']
17114236,"['Patrick Y. Wen', 'Keith L. Ligon']"
17114660,"['Joanne Wolfe', 'Jennifer W. Mack']"
17114662,['Thomas E. Merchant']
17115055,['Luis A. Diaz']
17116505,['Diane C. Bodurka']
17121897,['Jennifer A. Chan']
17122724,['Patrick Y. Wen']
17123883,['Michele Y. Halyard']
17124033,['Philip C. Hoffman']
17124049,['James Downing']
17124324,['Luis A. Diaz']
17126106,['Valerie W. Rusch']
17133110,['Luis A. Diaz']
17134364,['Evanthia Galanis']
17135644,"['Paul D. Brown', 'Jan C. Buckner']"
17135649,['Aditya Bardia']
17136864,['Aminah Jatoi']
17138818,['Edwin Alyea']
17139320,['Thomas F. DeLaney']
17145535,"['Deborah Schrag', 'Peter Bach']"
17146289,['Keith L. Ligon']
17146595,['Frederick F. Lang']
17146733,['Dean F. Bajorin']
17147984,"['Michael R. Grever', 'John C. Byrd']"
17150261,['Panagiotis A. Konstantinopoulos']
17156920,['Eduardo Bruera']
17158534,['Robert J. Motzer']
17163168,['Heinz-Josef Lenz']
17164781,"['Richard J. Wong', 'Prasad S. Adusumilli']"
17167516,['Charis Eng']
17169782,['Leisha A. Emens']
17171441,['Henry Brem']
17171442,['Andrew E. Sloan']
17172614,['David Schiff']
17177598,"['Ingo K. Mellinghoff', 'Matthew Meyerson', 'Charles L. Sawyers']"
17178278,['Ernest Hawk']
17178862,['Charis Eng']
17178881,"['Joon H. Uhm', 'Evanthia Galanis']"
17180667,['Ranjit Bindra']
17187488,"['Andrew E. Sloan', 'Eric L. Chang']"
17187939,"['Steven E. Schild', 'Paul D. Brown', 'Jan C. Buckner']"
17189397,['Ravi Salgia']
17192505,['Mark J. Ratain']
17194493,['Patricia LoRusso']
17194908,['Robert J. Motzer']
17196509,['David Schiff']
17198079,['Mario Sznol']
17198871,['Srdan Verstovsek']
17208388,['Eric L. Chang']
17210175,"['Olatoyosi Odenike', 'Srdan Verstovsek']"
17210694,['Kenneth J. Pienta']
17210938,['Peter Bach']
17210946,['Deborah Schrag']
17219833,['Mark M. Souweidane']
17221937,['Christina Tsien']
17222753,"['Richard E. Champlin', 'Borje Andersson', 'Elizabeth J. Shpall']"
17222792,"['Patrick Y. Wen', 'David T. Scadden']"
17223919,"['Farhad Ravandi', 'Srdan Verstovsek', 'Alessandra Ferrajoli']"
17225015,['Marc S. Ernstoff']
17234792,['Sara I. Pai']
17235042,"['Paul G. Richardson', 'Dean F. Bajorin', 'Robert J. Motzer']"
17235455,['W. K. Alfred Yung']
17236976,['Eric L. Chang']
17237620,['Candace S. Johnson']
17237623,['Candace S. Johnson']
17238184,['Pierre Giglio']
17239935,"['Lewis R. Roberts', 'Kevin C. Halling']"
17242667,['Martine Extermann']
17242669,['Stuart M. Lichtman']
17245623,['David A. Reardon']
17251916,['Drew M. Pardoll']
17252219,"['James L. Abbruzzese', 'Roy S. Herbst']"
17254526,['Aminah Jatoi']
17255257,['Ingo K. Mellinghoff']
17256133,['Henry Brem']
17258542,['Randolph Marks']
17259563,['Steven Grant']
17259931,['Evanthia Galanis']
17261854,['Robert J. Motzer']
17263149,['Yu Chen']
17265780,['Howard L. McLeod']
17267328,['David Schiff']
17268486,['Ching-Hon Pui']
17269744,['Frederick F. Lang']
17272986,"['Shaji Kumar', 'Morie A. Gertz', 'Martha Lacy', 'Angela Dispenzieri', 'Suzanne R. Hayman']"
17275176,['Ranjit Bindra']
17275201,['Steven E. Schild']
17276616,['James B. Yu']
17276619,['Christina Tsien']
17277252,['Howard I. Scher']
17277695,['Andrew E. Sloan']
17279022,['Jennifer Elston Lafata']
17289868,['John P. Fruehauf']
17290064,['Mark J. Ratain']
17290065,"['Christopher S. Lathan', 'Tracy A. Balboni']"
17290178,"['Frederick F. Lang', 'Eric L. Chang']"
17290308,['James D. Griffin']
17292459,"['Diane C. Bodurka', 'Patricia J. Eifel']"
17292461,"['Robert L. Coleman', 'Charles F. Levenback']"
17293237,['Roy S. Herbst']
17293865,"['George D. Demetri', 'F. Stephen Hodi', 'Ingo K. Mellinghoff', 'Matthew Meyerson']"
17296553,['Keith L. Ligon']
17299404,['Evanthia Galanis']
17302532,['Elias Jabbour']
17306935,['Eric L. Chang']
17308122,['Marina Konopleva']
17311534,['Ravi Salgia']
17312057,['David A. Reardon']
17314269,['Panagiotis A. Konstantinopoulos']
17317837,['David A. Reardon']
17318397,['Kevin J. Cullen']
17318591,"['Antonio C. Wolff', 'Julie R. Brahmer']"
17319252,['Richard T. Penson']
17320129,['Marwan Fakih']
17320659,"['S. Machele Donat', 'Harry W. Herr', 'Dean F. Bajorin', 'Paul Russo']"
17321867,['Robert I. Haddad']
17325342,['Han Xiao']
17326106,"['Thomas E. Witzig', 'Martha Lacy']"
17327604,['Frederick F. Lang']
17329732,"['Deborah Schrag', 'Howard I. Scher']"
17330231,['Jeffrey M. Farma']
17331666,['Baldassarre Stea']
17332296,['Clinton F. Stewart']
17341265,"['William G. Wierda', 'Hagop M. Kantarjian']"
17341483,['Charis Eng']
17344255,['Susan B. LeGrand']
17344859,"['Ching-Hon Pui', 'James Downing']"
17345619,['Mark Bilsky']
17346109,['Kenneth Tanabe']
17350823,['Howard L. McLeod']
17351022,['Charles L. Loprinzi']
17360461,['Dean F. Bajorin']
17360971,['Han Xiao']
17363476,['Steven Grant']
17363510,['Evanthia Galanis']
17363532,"['David B. Solit', 'Howard I. Scher', 'Michael J. Morris', 'Susan F. Slovin', 'Neal Rosen']"
17363611,['Stephen J. Forman']
17364235,"['Carol Aghajanian', 'Paul Sabbatini', 'Dennis Chi']"
17364557,['Cathy J Bradley']
17364987,['Basem M. William']
17366533,['Leslie L. Robison']
17368191,['Candace S. Johnson']
17368885,['Carola A. S. Arndt']
17372054,['Ross C. Donehower']
17372086,['Luc Morris']
17372613,['Panagiotis A. Konstantinopoulos']
17373878,['Patrick Y. Wen']
17373896,"['Andrew E. Sloan', 'Sandeep Mittal']"
17374832,"['Deborah Schrag', 'Paul B. Chapman']"
17382725,"['Ashish M. Kamat', 'Nizar M. Tannir', 'Shi-Ming Tu']"
17392502,['Edwin Alyea']
17397035,['Jaffer A. Ajani']
17397439,['James Stevenson']
17397698,['Eduardo Bruera']
17401016,['Gregory A. Abel']
17401017,['Heloisa P. Soares']
17404091,"['Alberto Chiappori', 'Milind M. Javle']"
17409392,['Steven Grant']
17409438,['Kenneth Tanabe']
17410810,"['Charles L. Loprinzi', 'Aminah Jatoi']"
17414443,['Alexander J. Lazar']
17414457,['Patricia LoRusso']
17415527,['Ranjit Bindra']
17416001,['Han Xiao']
17416854,"['Joanne Wolfe', 'Jennifer W. Mack']"
17416859,['Margaret von Mehren']
17426081,['Charis Eng']
17429623,"['Antonio Jimeno', 'Wells A. Messersmith', 'Ross C. Donehower']"
17429833,['Cathy J Bradley']
17431114,['W. K. Alfred Yung']
17431544,['Jan C. Buckner']
17434265,['Richard T. Penson']
17435179,['David A. Reardon']
17436128,"['Boris W. Kuvshinoff', 'Milind M. Javle']"
17440165,['Patrick Y. Wen']
17442996,"['Thomas E. Merchant', 'Melissa M. Hudson', 'Leslie L. Robison']"
17445619,['David Schiff']
17446547,['Ravi Murthy']
17448867,['Ravi Murthy']
17452651,"['Patrick Y. Wen', 'David Schiff']"
17454188,['Basem M. William']
17456058,"['Sergio Giralt', 'Issa F. Khouri', 'Richard E. Champlin']"
17456476,['Leslie L. Robison']
17457302,['James D. Griffin']
17459051,"['Sergio Giralt', 'Philip L. McCarthy']"
17460510,['Frederick F. Lang']
17461732,['Panagiotis A. Konstantinopoulos']
17461740,['Elias Jabbour']
17464245,['Steven Gore']
17470735,['Charles L. Loprinzi']
17470870,"['Matthew T. Ballo', 'Shreyaskumar Patel']"
17473062,['Stefan O. Ciurea']
17474347,"['Paul D. Brown', 'Jan C. Buckner']"
17475205,['Arif Hussain']
17476587,['Paul E. Goss']
17478208,['Seth M. Cohen']
17482245,['Carol Aghajanian']
17483313,['Gabriel Lopez-Berestein']
17483362,['Stephen M. Hahn']
17483814,['Paul Russo']
17484269,['Carol J. Fabian']
17484919,['Toni K. Choueiri']
17484922,['David J. Vaughn']
17484923,['Robert J. Motzer']
17485711,"['Anthony Lucci', 'Kelly Hunt']"
17487853,['Steven E. Schild']
17488980,['Martine Extermann']
17488981,['Stuart M. Lichtman']
17492931,['David A. Reardon']
17499430,['Jeffrey Myers']
17499730,['David A. Reardon']
17502437,['David M. Mintzer']
17504026,"['Andrew E. Sloan', 'Sandeep Mittal']"
17506074,['Lisa Diller']
17506250,"['Amod Sarnaik', 'Andrew M. Lowy']"
17512217,['David A. Reardon']
17513464,['Neal Rosen']
17513804,['Alberto Chiappori']
17514741,['Melissa M. Hudson']
17515487,['Anees B. Chagpar']
17516872,['Aminah Jatoi']
17518269,['Yu Chen']
