pmid,doctor
23872222,"['Sergio Giralt', 'Uday R. Popat', 'Muzaffar H. Qazilbash', 'Partow Kebriaei', 'Robert Z. Orlowski', 'Yago Nieto']"
23872237,['Mina S. Sedrak']
23872505,['Charles S. Fuchs']
23872949,['Aminah Jatoi']
23873170,['Nita Ahuja']
23873187,['Craig L. Slingluff']
23873238,['Mark Bilsky']
23873405,['Thomas J. Smith']
23873848,['Antonio Jimeno']
23873851,['Stanton L. Gerson']
23874497,['Lajos Pusztai']
23874673,['Amod Sarnaik']
23874744,['Douglas Yee']
23876364,"['Skye C. Mayo', 'Timothy M. Pawlik']"
23876845,['Rafael Fonseca']
23877009,['Steven Grant']
23877339,['Joseph A. Sparano']
23877633,['Naoto T. Ueno']
23877926,"['Marina Konopleva', 'Farhad Ravandi', 'Alessandra Ferrajoli', 'Elias Jabbour', 'Guillermo Garcia-Manero']"
23878352,"['Jeffrey A. Meyerhardt', 'Charles S. Fuchs']"
23879202,['Felipe Samaniego']
23879247,"['David S. Hong', 'Kevin Kim']"
23879531,['Isaac Yi Kim']
23880361,"['T. Peter Kingham', 'William R. Jarnagin']"
23881549,['Nabil F. Saba']
23881929,"['Toni K. Choueiri', 'Jonathan E. Rosenberg']"
23881989,['Pavani Chalasani']
23883585,['David Euhus']
23883782,['Sai-Hong Ignatius Ou']
23883821,['John C. Byrd']
23884620,['Mark Bilsky']
23885169,['Jue Wang']
23885839,['Farhad Ravandi']
23886836,['John C. Byrd']
23887156,['Pasi A. Janne']
23887169,['Julie R. Brahmer']
23887300,['Noah M. Hahn']
23887672,['Barbara A. Parker']
23887852,"['Shaji Kumar', 'Randolph Marks', 'Fernando Quevedo']"
23887971,['Tian Zhang']
23888949,['Pamela T. Soliman']
23889953,"['Skye C. Mayo', 'Timothy M. Pawlik']"
23890779,"['Lisa Diller', 'Daphne A. Haas-Kogan']"
23890847,['Adam Brufsky']
23890874,"['Roy H. Decker', 'Gregory M.M. Videtic']"
23890944,"['Elias Jabbour', 'Hagop M. Kantarjian']"
23891158,['Winston Tan']
23891341,['Ann Klopp']
23891404,"['James Huang', 'Valerie W. Rusch']"
23891560,['Alok A. Khorana']
23891626,"['John O. Schorge', 'Annekathryn Goodman']"
23891911,['Cathy J Bradley']
23891972,['John Marshall']
23893127,['Ann H. Partridge']
23893423,['Ravi Salgia']
23894374,['Dineo Khabele']
23895135,['Vivek Subbiah']
23895979,['Daniel M. Green']
23896100,['Tomasz M. Beer']
23896391,['Eric S. Winer']
23896410,['Stephen J. Forman']
23896412,['Guillermo Garcia-Manero']
23896635,['Ajay Goel']
23897319,['Charis Eng']
23897899,"['Scott N. Gettinger', 'Roy H. Decker', 'James B. Yu']"
23897955,"['Grzegorz S. Nowakowski', 'Carrie A. Thompson', 'Stephen M. Ansell', 'Thomas E. Witzig']"
23897963,['Sonali M. Smith']
23897969,"['David B. Solit', 'Dean F. Bajorin']"
23897981,['Jedd D. Wolchok']
23898085,"[""Eileen Mary O'Reilly""]"
23898087,['David M. Peereboom']
23899692,['James D. Griffin']
23899895,"['Melissa M. Hudson', 'Leslie L. Robison']"
23900000,"['Mark J. Ratain', 'Everett E. Vokes', 'Tanguy Y. Seiwert']"
23901115,['Jeffrey E. Gershenwald']
23902239,['Farhad Ravandi']
23902558,['Gina G. Chung']
23903755,['Keith Flaherty']
23903756,['Neal Rosen']
23903897,['Patricia LoRusso']
23904462,['Jaffer A. Ajani']
23906050,"['Richard M. Stone', 'James D. Griffin']"
23906658,['John O. Schorge']
23906982,['Sam S. Yoon']
23907262,['Jeffrey E Rubnitz']
23907406,"['David S. Hong', 'Jennifer J. Wheler']"
23907505,['Jonathan E. Rosenberg']
23908358,"['Stephen E. Sallan', 'Lewis B. Silverman']"
23908464,['Martin S. Tallman']
23909065,['Anthony D. Elias']
23909069,['Robert C. Bast']
23909494,['Sonali M. Smith']
23909734,['Yu Chen']
23910067,"['Martin Edelman', 'Stephen K. Williamson', 'Karen Kelly']"
23910088,"['James B. Yu', 'Paul L. Nguyen']"
23911227,['Sai-Hong Ignatius Ou']
23911279,['Paul L. Nguyen']
23911605,"['Ashish M. Kamat', 'Colin P.N. Dinney']"
23911686,['Jonathan E. Rosenberg']
23911703,"['Timothy Call', 'Tait D. Shanafelt']"
23912084,"['Robert R. McWilliams', 'Fergus Couch']"
23912488,['Elias Obeid']
23912587,"['Philippe Armand', 'Jerome Ritz', 'Edwin Alyea']"
23912620,['Jimmy J. Caudell']
23913163,['Mehmet Asim Bilen']
23913530,"['John O. Schorge', 'Annekathryn Goodman']"
23913575,['Eric S. Winer']
23913639,['Paul B. Chapman']
23913718,"['F. Stephen Hodi', 'Paul B. Chapman', 'Jedd D. Wolchok', 'Keith Flaherty', 'Donald P. Lawrence']"
23913744,"['Michael J. Morris', 'Paul Monk']"
23913852,"['Srdan Verstovsek', 'Elias Jabbour', 'Hagop M. Kantarjian', 'Guillermo Garcia-Manero']"
23915072,['Usha Malhotra']
23915584,['James Huang']
23915746,['Charles L. Loprinzi']
23915747,['Michael J. Hassett']
23915749,['Nitin Jain']
23915913,['Michael Wang']
23916291,['Leisha A. Emens']
23916693,"['Sumanta K. Pal', 'Toni K. Choueiri', 'Neeraj Agarwal']"
23918602,['Wen Wee Ma']
23918832,['Heinz-Josef Lenz']
23918905,['Stephen C. Rubin']
23918944,['Saundra S. Buys']
23918947,['Kevin Kim']
23919278,['Lois M. Ramondetta']
23920389,['Jay P. Ciezki']
23920393,['Joe Y. Chang']
23921123,['James Downing']
23921171,['George R. Simon']
23921511,['Robert C. Bast']
23921646,"['Auayporn Nademanee', 'Gregory A. Abel']"
23921915,['Yuan Yuan']
23922022,"['Bruce E. Johnson', 'Pasi A. Janne']"
23922059,['Timothy Call']
23922187,['John C. Byrd']
23922205,"['Alexander J. Lazar', 'Jeffrey E. Gershenwald', 'Patrick Hwu', 'Kevin Kim']"
23922674,['Vivek Subbiah']
23922822,['Shridar Ganesan']
23924002,"['Karen K. Ballen', 'Matthew Meyerson', 'Gabriela Hobbs']"
23924272,['Ronald C. Chen']
23924790,"['Luis A. Diaz', 'Ross C. Donehower', 'Elizabeth M. Jaffee']"
23926067,"['Prasad S. Adusumilli', 'Valerie W. Rusch']"
23926229,['Stephen M. Hahn']
23926297,['Alan F. List']
23927330,['Hedy L. Kindler']
23927371,"['Steven T. Rosen', 'Sonali M. Smith']"
23927391,"['Farhad Ravandi', 'Elias Jabbour', 'Guillermo Garcia-Manero']"
23927471,['Paul J. Shami']
23927520,['Stephen J. Forman']
23928771,['Noopur S. Raje']
23930210,['Marwan Fakih']
23930215,['Ernest Hawk']
23930614,['Shi-Ming Tu']
23931012,['Valerie W. Rusch']
23931020,"['Joe Y. Chang', 'Jack A. Roth']"
23932319,['Michael Lanuti']
23933418,['Yuan Yuan']
23933888,['Jedd D. Wolchok']
23934135,['Ravi Salgia']
23934510,['Julie R. Brahmer']
23935004,['Charles S. Fuchs']
23935021,['Jeffrey E Rubnitz']
23935463,['Saundra S. Buys']
23935891,['Umar Mahmood']
23935919,['Yu Chen']
23935962,['Kenneth J. Pienta']
23935996,['Yu Chen']
23936314,['Ralph R. Weichselbaum']
23936317,"['Michael Wang', 'Luis Fayad']"
23936455,['Marwan Fakih']
23937415,['Samuel J Klempner']
23937708,['Trinity Bivalacqua']
23938452,['Lewis R. Roberts']
23939198,"['Shaji Kumar', 'Angela Dispenzieri', 'Taiga Nishihori']"
23939375,['Amir A. Jazaeri']
23940084,['Nitin Jain']
23940218,['David Walterhouse']
23940225,"['Donald W. Northfelt', 'Adam Brufsky']"
23940680,['Larry Norton']
23941244,['Yu Chen']
23941461,['Heinz-Josef Lenz']
23942091,['Eric P. Winer']
23942294,['Marina Shcherba']
23942300,['Richard T. Penson']
23942508,"['Ronald C. Chen', 'Phuoc T. Tran', 'Karen E. Hoffman']"
23942872,['Anees B. Chagpar']
23942922,['Thomas J. Smith']
23942933,['Martin McCarter']
23943024,"['Monica Morrow', 'Kimberly J. Van Zee']"
23943025,"['Todd L. Demmy', 'Usha Malhotra']"
23943027,['Deborah Schrag']
23943203,"['Toni K. Choueiri', 'Mary-Ellen Taplin']"
23943299,['Mario A. Eisenberger']
23943323,"['Deborah Schrag', 'Peter Bach']"
23943357,['Alessandra Ferrajoli']
23943387,['Timothy M. Pawlik']
23943652,['Marina Konopleva']
23943892,['Loren K. Mell']
23943893,"['Daniel J. DeAngelo', 'Richard M. Stone', 'Edwin Alyea']"
23943897,"['Tomasz M. Beer', 'Howard I. Scher', 'Michael J. Morris', 'Christopher Logothetis']"
23943906,['Stephen Swisher']
23945387,['Valerie W. Rusch']
23945390,['Jarushka Naidoo']
23946171,"['Robert I. Haddad', 'John A. Ridge', 'David G. Pfister', 'Jimmy J. Caudell', 'Barbara Burtness']"
23946172,['James B. Yu']
23946174,['Ronald C. Chen']
23946494,['Ashish M. Kamat']
23947079,"['John O. Schorge', 'Annekathryn Goodman']"
23948975,"['Funda Meric-Bernstam', 'Gabriel N. Hortobagyi', 'Vicente Valero', 'Naoto T. Ueno']"
23949430,['Swaminathan Padmanabhan Iyer']
23949476,['Martin R. Weiser']
23950178,['Paul G. Richardson']
23952243,"['Michael R. Grever', 'John C. Byrd', 'Rebecca B. Klisovic']"
23953334,['Ching-Hon Pui']
23953635,['Ira J. Dunkel']
23954083,"['Karim A. Touijer', 'Peter T. Scardino']"
23954088,['Howard I. Scher']
23954159,"['Charles S. Fuchs', 'Matthew Meyerson']"
23954201,['Steven E. Schild']
23954572,['Phuoc T. Tran']
23954902,['Ursula A. Matulonis']
23955073,"['Marina Konopleva', 'Stefan O. Ciurea']"
23955093,['Djordje Atanackovic']
23955273,['Lucy A. Godley']
23955388,['Kelly Hunt']
23955456,['Hagop M. Kantarjian']
23955584,"['Prasad S. Adusumilli', 'Valerie W. Rusch']"
23956221,"['Steven K. Clinton', 'John C. Byrd']"
23957592,['Muzaffar H. Qazilbash']
23957716,['Jeffrey M. Peppercorn']
23957945,['Mario A. Eisenberger']
23958148,['Curtiland Deville']
23958463,['Yu Chen']
23958541,['Jason B. Fleming']
23958736,['Lajos Pusztai']
23959054,"['Elizabeth A. Mittendorf', 'Benjamin D. Smith', 'Mariana Chavez-MacGregor']"
23959056,['Timothy M. Pawlik']
23959540,['Afshin Dowlati']
23959599,"['Michael R. Grever', 'Don M. Benson', 'John C. Byrd']"
23962028,['Gabriel N. Hortobagyi']
23962574,['Karen S. Anderson']
23962694,['Jack A. Roth']
23962746,"['Sumanta K. Pal', 'Toni K. Choueiri']"
23962904,['Aminah Jatoi']
23963114,['Jeffrey Myers']
23963360,"['David S. Hong', 'Jennifer J. Wheler']"
23963796,['D. Ross Camidge']
23963845,['Timothy M. Pawlik']
23963862,['Howard L. McLeod']
23964934,"['Toni K. Choueiri', 'Robert J. Motzer']"
23965287,['Christina Tsien']
23965901,"['Minetta C. Liu', 'Tiffany A. Traina', 'Vered Stearns', 'Steven J. Isakoff']"
23965903,['Edith A. Perez']
23965904,['Heinz-Josef Lenz']
23966000,['Adam Brufsky']
23966292,['Lecia V. Sequist']
23966622,['Sam S. Yoon']
23967110,['Alan F. List']
23967266,['Yuan Yuan']
23968916,['Hossein Borghaei']
23969188,['Gerard M. Doherty']
23969938,['Jeffrey E Rubnitz']
23970364,"['Monica Morrow', 'Steven M. Larson']"
23970433,['Steven G. DuBois']
23971832,['Edith A. Perez']
23972025,['Paul E. Goss']
23972647,['Roderich E. Schwarz']
23972707,['Robert J. Motzer']
23972709,['M Dror Michaelson']
23972713,['Michael B. Atkins']
23972715,['Jorge A. Garcia']
23973186,"['Howard I. Scher', 'Christopher Logothetis']"
23973518,['Harry W. Herr']
23973937,['Ashish M. Kamat']
23974116,['Tobias Neff']
23974193,['Martha Lacy']
23974201,['Jeffrey E Rubnitz']
23975010,['Kevin Kim']
23975042,"['Carolyn N. Krasner', 'John O. Schorge']"
23975090,['Ajay Goel']
23975231,['Kenneth V. I. Rolston']
23975243,"['Mark G. Kris', 'Jamie E. Chaft']"
23975299,['Anees B. Chagpar']
23975303,['Jeffrey Myers']
23975313,"['Elizabeth A. Mittendorf', 'Anthony Lucci', 'Funda Meric-Bernstam', 'Isabelle Bedrosian', 'Kelly Hunt']"
23975314,"['Alexandra S. Heerdt', 'Mahmoud El-Tamer', 'George Plitas', 'Monica Morrow', 'Kimberly J. Van Zee']"
23975756,['Gordon J. Freeman']
23975882,['Samuel R. Denmeade']
23975947,['Michael S. Simon']
23978847,['Candace S. Johnson']
23979793,['Mary-Ellen Taplin']
23980066,['Martin S. Tallman']
23980091,"['Martin Edelman', 'Rogerio Lilenbaum']"
23980093,['Matthew Meyerson']
23981300,['Stephen Yenzen Lai']
23981385,"['Timothy Call', 'Tait D. Shanafelt']"
23982177,['Ronald S. Go']
23982216,"['Charles M. Rudin', 'Phuoc T. Tran']"
23982523,['Jonathan E. Rosenberg']
23982524,"['F. Stephen Hodi', 'Michael B. Atkins', 'Vernon K. Sondak', 'Marc S. Ernstoff', 'Thomas Gajewski']"
23982612,['Monica Morrow']
23982750,['Ajay Goel']
23983047,['Robert C. Bast']
23983087,"['Daniel M. Green', 'Melissa M. Hudson']"
23983189,"['Don M. Benson', 'Craig C. Hofmeister']"
23983240,"['Kimmie Ng', 'Charles S. Fuchs']"
23983255,['Weijing Sun']
23983256,['Leonard B. Saltz']
23985142,['Wendy Y. Chen']
23985644,['Kelly Hunt']
23987158,['Trinity Bivalacqua']
23988451,['Robert Z. Orlowski']
23990113,['Michael Wang']
23990213,['Ryan D. Gentzler']
23990311,['Mikkael A. Sekeres']
23991112,['Ira J. Dunkel']
23991730,['Jeffrey Myers']
23991810,"['Jason B. Fleming', 'Thomas A. Aloia', 'Matthew H. G. Katz']"
23991819,['Eduardo Bruera']
23992230,"['Shaji Kumar', 'S. Vincent Rajkumar']"
23993097,['Nima Sharifi']
23993387,"['Ranee Mehra', 'Barbara Burtness']"
23993426,['Srdan Verstovsek']
23993427,"['Farhad Ravandi', 'Srdan Verstovsek', 'Alan F. List', 'Jeffrey E. Lancet', 'Hagop M. Kantarjian', 'Guillermo Garcia-Manero']"
23994887,"['Ben C. Creelan', 'Alberto Chiappori', 'Gerold Bepler', 'George R. Simon']"
23996476,['Mario E. Lacouture']
23996484,['Frank A. Sinicrope']
23996928,['Ernest Hawk']
23998254,['Sonali M. Smith']
23998446,['Daniel V.T. Catenacci']
23998734,['Taiga Nishihori']
23999427,['Antonio Jimeno']
23999433,"['John C. Byrd', 'Rebecca B. Klisovic']"
23999854,['Guru Sonpavde']
23999969,['Stephen M. Ansell']
24000141,['Cathy J Bradley']
24001454,['Ajay Goel']
24001709,"['Richard J. Gralla', 'Ann H. Partridge']"
24002034,['Nima Sharifi']
24002495,"['Randolph Marks', 'Daniel D. Karp']"
24002496,['James M. Foran']
24002500,"['Thomas E. Witzig', 'Michael E. Williams']"
24002501,"['Marcia S. Brose', 'Steven I. Sherman']"
24002505,"['Gregory T. Armstrong', 'Daniel A. Mulrooney', 'Leslie L. Robison']"
24002508,"['Steven M. Larson', 'Howard I. Scher', 'Michael J. Morris', 'Susan F. Slovin', 'Charles L. Sawyers']"
24002535,"['Jason B. Fleming', 'George J. Chang']"
24002765,"['Michael J. Hall', 'Elin R. Sigurdson', 'Barbara Burtness']"
24002999,['Gabriel Lopez-Berestein']
24003037,['Susan Hong']
24004183,['Nina D. Wagner-Johnston']
24004647,['John O. Schorge']
24004697,['Yu Chen']
24006012,"['Theodore S. Hong', 'David P. Ryan']"
24006085,"['Jeffrey E Rubnitz', 'Ching-Hon Pui']"
24006095,['Timothy M. Pawlik']
24006244,"['Harvey J. Mamon', 'Theodore S. Hong', 'Jill N. Allen', 'David P. Ryan', 'Andrew X. Zhu']"
24007213,"['Stephen E. Sallan', 'Andrew E. Place']"
24007748,['Martha Lacy']
24007862,['Edwin Choy']
24007941,['Ann H. Partridge']
24008079,['Stephen M. Ansell']
24008095,['Abenaa M. Brewster']
24008396,['Yu Chen']
24008424,['Jeffrey E. Gershenwald']
24008901,['David J. Vaughn']
24009233,['John C. Byrd']
24010414,"['Leonard B. Saltz', 'William Breitbart']"
24010946,['Daniel V.T. Catenacci']
24011572,['Anees B. Chagpar']
24011826,"['Elizabeth A. Griffiths', 'Eunice S. Wang']"
24012206,['Harry W. Herr']
24012399,['Jeffrey M. Farma']
24012401,['Tiffany A. Traina']
24012535,"['Karim A. Touijer', 'Peter T. Scardino']"
24013129,['John C. Byrd']
24013638,"['Kenneth Offit', 'James Downing', 'John T. Sandlund']"
24013655,"['Naoto T. Ueno', 'Ann Klopp']"
24014009,['Jonathan R. Strosberg']
24014242,"['Joseph A. Sparano', 'Ariela Noy']"
24014245,"['Michael Wang', 'Robert Z. Orlowski']"
24014300,['Renier J. Brentjens']
24014597,"['Gabriel N. Hortobagyi', 'Naoto T. Ueno', 'Lajos Pusztai']"
24014875,['Lubomir Sokol']
24015841,"['Michael R. Grever', 'John C. Byrd', 'Rebecca B. Klisovic']"
24016410,"['Mario M. Leitao', 'Yukio Sonoda', 'Dennis Chi']"
24016675,['Joe Y. Chang']
24016676,['Joe Y. Chang']
24018020,['Toni K. Choueiri']
24018022,"['Benjamin D. Smith', 'Joe Y. Chang']"
24018238,['Paul Russo']
24018239,['Nizar M. Tannir']
24018393,['Sergio Giralt']
24018560,['Zihai Li']
24018590,['Timothy M. Pawlik']
24018645,"['Scott Kopetz', 'Thomas A. Aloia']"
24018975,['Gabriel Lopez-Berestein']
24019101,['Trinity Bivalacqua']
24019539,"['Frank A. Sinicrope', 'Steven R Alberts']"
24019544,['Paul G. Richardson']
24019545,['Robert J. Motzer']
24021254,['Otis W. Brawley']
24022300,['Kenneth Offit']
24022442,"['Jack A. Roth', 'Stephen Swisher']"
24022787,"['William G. Wierda', 'Alessandra Ferrajoli']"
24022819,"['Ronald S. Go', 'Vernon K. Sondak']"
24022839,['D. Ross Camidge']
24023271,['Joseph A. Sparano']
24023324,['Steven E. Schild']
24023723,['Jaffer A. Ajani']
24023736,['Ajay Goel']
24024897,"['Jeffrey E Rubnitz', 'James Downing']"
24025251,['Steven Grant']
24025359,['Steven Grant']
24025525,['Alexander J. Lazar']
24026859,"['Ian E. Krop', 'Sara M. Tolaney', 'Eric P. Winer', 'Steven J. Isakoff']"
24027196,"['Yu Chen', 'Charles L. Sawyers', 'Peter T. Scardino']"
24027431,['Kenneth J. Pienta']
24029120,['Karen L. Reckamp']
24029121,"['Richard M. Stone', 'Paul J. Shami', 'Martin S. Tallman', 'Eunice S. Wang', 'B. Douglas Smith', 'Farhad Ravandi']"
24029222,['Robert Z. Orlowski']
24029645,['Paul Russo']
24030378,['Stephen J. Forman']
24030918,"['Taiga Nishihori', 'Rachid C. Baz']"
24032456,['Swaminathan Padmanabhan Iyer']
24032600,['Paul Galardy']
24034745,['Jue Wang']
24035029,"['Jeffrey A. Meyerhardt', 'Leonard B. Saltz', 'Charles S. Fuchs']"
24035212,['Laura Kruper']
24035327,"['Michael G. Haddock', 'Jaffer A. Ajani']"
24035353,['Tobias Neff']
24035531,['Paul E. Goss']
24035631,['Peter T. Scardino']
24035712,"['Paul A. Hamlin', 'Matthew J. Matasar', 'Craig H. Moskowitz']"
24035716,"['Marina Konopleva', 'Hagop M. Kantarjian']"
24036157,['Christina Chu']
24036854,['Lorna Rodriguez-Rodriguez']
24036889,['Kala Visvanathan']
24037412,['Deborah Schrag']
24037735,"['Eric P. Winer', 'Chau T. Dang', 'Larry Norton', 'Neil M. Iyengar']"
24037752,"['Alexi A. Wright', 'Ursula A. Matulonis']"
24037775,"['Prajnan Das', 'Y. Nancy You', 'George J. Chang', 'Miguel A. Rodriguez-Bigas', 'Cathy Eng']"
24037976,['Charis Eng']
24037977,['Mario E. Lacouture']
24037992,['Renuka V. Iyer']
24038028,"['Stephen E. Sallan', 'Lewis B. Silverman']"
24038736,['Daniel M. Green']
24039069,['Daniel M. Green']
24039163,['Steven G. DuBois']
24040035,"[""Alan D. D'Andrea""]"
24041557,['Timothy M. Pawlik']
24041868,['Ravi Salgia']
24041877,['Kathleen M. Schmeler']
24041978,['Michael S. Simon']
24042258,['Roderich E. Schwarz']
24042365,"['Eric P. Winer', 'Ann H. Partridge', 'Monica Morrow']"
24043736,['Francisco J. Hernandez-Ilizaliturri']
24043740,['Mitchell Machtay']
24043745,['Jaffer A. Ajani']
24045143,['Timothy M. Pawlik']
24045151,"['Leonard B. Saltz', 'Ghassan K. Abou-Alfa']"
24045160,['Thomas F. DeLaney']
24045180,"['Stephen Leong', 'Todd Pitts']"
24045182,"['Andrew J. Wagner', 'Jeffrey A. Morgan', 'George D. Demetri', 'Suzanne George']"
24045263,['Richard D. Schulick']
24046014,['Clinton F. Stewart']
24046102,['Barbara A. Pockaj']
24046103,"['T. Peter Kingham', 'William R. Jarnagin']"
24046107,"['Breelyn A. Wilky', 'Nita Ahuja']"
24046114,"['Monica Morrow', 'Kimberly J. Van Zee']"
24046116,"['Matthew P. Goetz', 'Barbara A. Pockaj']"
24046118,['Elizabeth M. Jaffee']
24046126,"['Elizabeth A. Mittendorf', 'Funda Meric-Bernstam', 'Kelly Hunt', 'Karen E. Hoffman']"
24047059,['Charles S. Fuchs']
24047116,['Craig L. Slingluff']
24048331,['Parkash S. Gill']
24048523,['Michael E. Williams']
24048785,['Ajay Goel']
24048789,"['Tomasz M. Beer', 'Lance C. Pagliaro', 'Jonathan E. Rosenberg', 'Glenn Liu']"
24048792,"['John C. Byrd', 'Robert A. Baiocchi']"
24048796,['James L. Abbruzzese']
24048801,['Otis W. Brawley']
24050507,"['Elias Jabbour', 'Hagop M. Kantarjian']"
24050517,['Eduardo Bruera']
24051705,['James L. Abbruzzese']
24051869,"['Jaffer A. Ajani', 'Stephen Swisher']"
24052005,['Marina Konopleva']
24052020,['Annick D. Van Den Abbeele']
24053120,['Nizar M. Tannir']
24053151,['Lance C. Pagliaro']
24053208,['David M. Peereboom']
24053213,['Paul L. Nguyen']
24053616,"['S. Machele Donat', 'Harry W. Herr']"
24053624,['Ritu Salani']
24053727,"['Toni K. Choueiri', 'Paul L. Nguyen']"
24054763,['Neeraj Agarwal']
24055054,['Melissa Wilson']
24055055,['Charles Lu']
24055193,['Ralph R. Weichselbaum']
24055615,['Vicky Makker']
24056212,['Maryam B. Lustberg']
24056817,"['Miguel-Angel Perales', 'Partow Kebriaei']"
24057042,"['Vincent Chung', 'Shirish M. Gadgeel', 'Patricia LoRusso']"
24058443,"['Brian M. Wolpin', 'Charles S. Fuchs']"
24058630,['Thomas W. Flaig']
24058675,['Abhishek A Solanki']
24059374,['Paul Russo']
24059396,['Thomas A. Aloia']
24060333,['Lajos Pusztai']
24060413,['Setsuko K. Chambers']
24061039,['Jaffer A. Ajani']
24061063,['Jeffrey Myers']
24062208,"['Debu Tripathy', 'Adam Brufsky']"
24062210,"['Erica L. Mayer', 'Sara M. Tolaney', 'Eric P. Winer', 'Harold J. Burstein', 'Ann H. Partridge', 'Rinaa S. Punglia']"
24062405,"['Toni K. Choueiri', 'Paul L. Nguyen', 'Karen E. Hoffman']"
24063894,"['Bruce E. Johnson', 'Pasi A. Janne', 'Matthew Meyerson']"
24064196,['Tait D. Shanafelt']
24064321,['Drew M. Pardoll']
24064750,['Jue Wang']
24065198,['Yuan Yuan']
24065243,"['Vivek Roy', 'Matt E. Kalaycio']"
24065364,['Timothy M. Pawlik']
24066119,['Yu Chen']
24066160,['Matthew Meyerson']
24068492,['Srdan Verstovsek']
24068539,"['Joseph A. Sparano', 'Hyo S. Han', 'Vicente Valero']"
24068557,['Stephen B. Edge']
24068769,['Rinaa S. Punglia']
24069370,"['Jack A. Roth', 'Stephen Swisher']"
24070068,['Henry Brem']
24070089,['Mark Bilsky']
24070170,['Michael S. Simon']
24070329,['Henry Brem']
24071016,['Tian Zhang']
24071872,['Christina Chu']
24072183,['Alexander J. Lazar']
24072218,['Afshin Dowlati']
24072219,"['Gabriel N. Hortobagyi', 'Lajos Pusztai']"
24072220,['Lecia V. Sequist']
24072401,"['Virginia F. Borges', 'Martin McCarter']"
24072553,['Banu Arun']
24074422,['Tina J. Hieken']
24074769,['Monica Morrow']
24074782,['Paul E. Goss']
24074783,"['Rachel A. Freedman', 'Ann H. Partridge']"
24074799,['Lajos Pusztai']
24074921,"['Richard J. Wong', 'David G. Pfister']"
24074931,['Joe Y. Chang']
24075202,['Adam Brufsky']
