pmid,HGNC
17710160,IGF1
17710160,BRAF
17710160,CTNNB1
17710227,BCR
17710227,ABL1
17712227,SDHB
17714420,CTLA4
17714420,DNMT1
17715389,BCR
17715389,ABL1
17715697,EGFR
17716025,EGFR
17716980,SRC
17717597,BCR
17717597,ABL1
17717597,CTLA4
17722077,DDIT3
17722077,FH
17722077,CTLA4
17722102,CTLA4
17724726,NR4A3
17724745,MET
17724745,CREB1
17724745,MITF
17726460,CTLA4
17726540,EGFR
17726580,VEGFA
17726580,EGFR
17726606,CTLA4
17726606,ACTG1
17728339,ERCC2
17760665,MET
17760810,AKT1
17761288,CTLA4
17761520,FH
17761832,AKT1
17761969,REST
17761977,EGFR
17761983,EGFR
17762343,MTOR
17762571,CTLA4
17762571,DNMT1
17762756,DNMT1
17764565,PGR
17764565,ERBB2
17764565,ESR1
17765768,CALR
17766660,ESR1
17767853,FANCA
17768394,PTEN
17785206,AKT1
17785570,MAX
17785585,BCR
17785585,ABL1
17785585,AR
17785706,FANCC
17785707,PGR
17785707,ESR1
17785867,CTLA4
17786033,MET
17786033,NTRK1
17786185,ALB
17786271,VEGFA
17786537,DNMT1
17786703,ACTG1
17804740,RB1
17805933,NR4A3
17822457,EGFR
17826665,VEGFA
17826665,EGFR
17827388,CREB1
17827388,RTEL1
17847000,PTEN
17848274,EGFR
17848677,YY1
17848677,RB1
17849119,EGFR
17849166,NR4A3
17849166,DNMT1
17849425,BCR
17849425,ABL1
17849460,BCR
17849460,ABL1
17852710,ACTG1
17855649,CTLA4
17855649,PRKAR1A
17855699,RARA
17855699,APC
17868733,MET
17868733,FAT1
17868733,HGF
17872411,PTEN
17873177,REST
17875750,ESR1
17875750,CTLA4
17875769,MET
17875769,KIT
17875769,PDGFRA
17877424,EGFR
17877427,INSR
17877845,CTLA4
17877845,AKT1
17881894,AR
17882655,CALR
17883287,VEGFA
17883287,EGFR
17883287,ACTG1
17885490,PGR
17885490,AMER1
17885490,ERBB2
17885756,GNAS
17888101,CYP19A1
17888952,MET
17889351,RTEL1
17889445,VEGFA
17889445,EGFR
17889445,CTLA4
17889445,KDR
17890451,LCK
17890451,AKT1
17890915,ERBB2
17892361,ACTG1
17892424,CYP19A1
17893567,CTLA4
17895292,ARID1A
17896156,CALR
17896786,EGFR
17896786,KIT
17898044,CTLA4
17898100,RET
17898668,CYP19A1
17898811,SDHD
17898811,SDHC
17898811,PTEN
17898811,SDHB
17899453,CALR
17906204,EGFR
17906457,AKT1
17906897,ERBB2
17906928,PGR
17906928,ESR1
17908983,EGFR
17908983,MTOR
17908983,PTEN
17908983,AKT1
17908986,CTLA4
17909010,EGFR
17909012,PDGFRA
17909012,KIT
17909012,AKT1
17909027,INSR
17909040,CDKN2A
17909040,PTEN
17909054,FH
17909054,RB1
17909059,CTLA4
17909059,FH
17909205,BRCA1/2
17909359,ARID1A
17910629,CTLA4
17910637,CTLA4
17912453,BCR
17912453,ABL1
17912635,CYP19A1
17912638,CYP19A1
17913856,EGFR
17914107,IGF1
17916242,BRCA1/2
17917140,BRCA1/2
17917155,VEGFA
17919773,CTLA4
17920890,DNMT1
17920892,BRCA1/2
17920899,PTEN
17922014,BRCA1/2
17922185,MET
17922185,CYP19A1
17924057,VEGFA
17924331,BRCA1/2
17925560,BRCA1/2
17925562,CTLA4
17927282,BCR
17927282,ABL1
17927487,CYP19A1
17927986,AKT1
17928050,KIT
17928597,KIT
17932248,BCR
17932248,ABL1
17932744,ESR1
17932744,BRCA1/2
17932813,HLA-C
17932890,VEGFA
17932890,CTLA4
17932892,REST
17940205,NPM1
17940205,AR
17940205,FLT1
17942891,CTLA4
17942940,CTLA4
17942943,ACTG1
17942943,AR
17943734,CTLA4
17943734,KIT
17943956,KMT2A
17943956,FLT1
17944559,VEGFA
17947482,NR4A3
17947483,CTLA4
17947484,MAX
17947489,NFKBIA
17947489,INSR
17947490,EGFR
17947726,EGFR
17947729,MTOR
17948129,FOXP1
17948911,EGFR
17948911,AKT1
17949452,AKT1
17949783,EGFR
17950351,MET
17950351,RET
17950384,ARID1A
17950782,CTLA4
17950782,PDGFB
17956663,BCR
17956667,CTLA4
17959194,CTLA4
17960608,ALK
17960791,ESR1
17960791,ERBB2
17960793,MET
17962510,REST
17968656,PGR
17968656,ESR1
17971530,NR4A3
17971588,CALR
17971591,BCR
17971591,DNMT1
17971592,MET
17973572,EGFR
17974716,DNMT1
17974981,AKT1
17974985,EGFR
17975151,CTLA4
17975151,HLA-C
17975159,CTLA4
17975727,CYP19A1
17977500,MET
17979571,RTEL1
17979923,MET
17979923,U2AF1
17980502,CALR
17981009,VEGFA
17981009,AR
17984187,PGR
17984187,RTEL1
17985188,ERBB2
17985971,APC
17986315,MET
17986858,MST1
17987219,MTOR
17987219,AKT1
17987291,SMO
17989125,ATM
17989125,BRAF
17989125,PTEN
17989125,AKT1
17991738,FH
17993229,CYP19A1
17993229,ERBB2
17993235,IGF1
17993235,ACTG1
17994884,DNMT1
17996927,MET
17999125,RET
17999359,BRCA1/2
18000219,ESR1
18000219,BRCA1/2
18000711,KIT
18000803,DNMT1
18001801,ESR1
18004570,PGR
18006328,EGFR
18006613,DNMT1
18006696,BCR
18006774,ESR1
18006774,VEGFA
18006774,KIT
18006774,KDR
18006786,CDKN2A
18006808,ERBB2
18006834,ACTG1
18006843,CTLA4
18006843,SDHB
18007998,AR
18008108,FAT1
18021088,CD79A
18021468,BRD4
18021478,CYP19A1
18024643,RTEL1
18024863,VEGFA
18025241,CTLA4
18025241,HLA-C
18025271,MTOR
18025271,RB1
18025281,FANCA
18026115,CTLA4
18026834,ESR1
18026834,DNMT1
18027152,APC
18028023,MTOR
18028023,AKT1
18029844,MAX
18032824,VEGFA
18032972,BCR
18032972,ABL1
18032976,CTLA4
18036263,BRCA1/2
18037577,CTLA4
18039954,MET
18041915,KIT
18042703,CTLA4
18042711,MYC
18043125,NF2
18043125,AKT1
18043252,RET
18043899,CTLA4
18043899,KDR
18043973,VEGFA
18043973,CTLA4
18045069,VEGFA
18045072,CALR
18045792,CTLA4
18045792,HLA-C
18045792,RUNX1T1
18045966,ARID1A
18046442,APC
18046482,VEGFA
18046561,DNMT1
18048359,MTOR
18048359,AKT1
18048643,BCR
18048643,ABL1
18048823,NR4A3
18055759,PPARG
18055759,AKT1
18055864,NPM1
18056196,FANCA
18056201,CTLA4
18056475,RB1
18056475,BRAF
18056475,FLT1
18056679,RTEL1
18057003,CTLA4
18057003,AKT1
18058182,MET
18058807,IGF1R
18058807,VEGFA
18058807,IGF1
18059175,AKT1
18059218,CTLA4
18059218,KIT
18059365,MET
18059365,MYC
18059365,SOS1
18060025,ABL1
18060025,KIT
18060038,BCR
18060038,ABL1
18060038,KIT
18061248,EGFR
18061679,GTF2I
18063020,MET
18063085,ATM
18064648,KRAS
18065490,XIAP
18065490,FH
18065490,AKT1
18065856,PGR
18065856,ESR1
18067019,RELN
18067019,CTLA4
18067019,RTEL1
18068628,FLT1
18070720,PGR
18070720,IGF1
18070720,MTOR
18072256,CYP19A1
18075297,RARA
18075297,ACTG1
18075297,PPARG
18075739,CTLA4
18075739,AR
18076015,KIT
18076015,PDGFRA
18076766,VEGFA
18076766,SDHB
18076941,ESR1
18076941,RARA
18076941,CTLA4
18077431,MET
18077431,ACTG1
18077431,SOS1
18077995,BRCA1/2
18079360,CTLA4
18079362,CTLA4
18083845,DNMT1
18084250,KRAS
18084250,BRAF
18084250,IGF1
18084610,FH
18084616,IGF1
18085610,BCR
18085610,ABL1
18085610,DNMT1
18085611,REST
18085611,CTLA4
18086000,VEGFA
18086000,KDR
18086299,CTLA4
18086785,BRCA1/2
18089777,YY1
18089817,EGFR
18089823,EGFR
18089827,CTLA4
18090585,CALR
18093943,EGFR
18093943,MET
18094400,SRC
18094433,VEGFA
18094660,CDC42
18095887,BCR
18095887,ABL1
18096059,DNMT1
18096210,BRCA1/2
18096224,CTLA4
18096439,DNMT1
18097019,CTLA4
18097019,HLA-C
18097410,EPCAM
18154814,EGFR
18154814,PTEN
18154814,AKT1
18156492,BCR
18156492,ABL1
18156930,DNMT1
18158962,RTEL1
18161005,REST
18161048,CUX1
18161048,APC
18162124,FH
18165643,VEGFA
18166842,DNMT1
18172276,EGFR
18172276,RB1
18172276,AKT1
18172284,DNMT1
18172292,BRCA1/2
18172305,EGFR
18172305,MET
18172311,CTLA4
18176348,EGFR
18176556,ACTG1
18176851,MUTYH
18176851,MSH2
18176851,APC
18178602,EGFR
18178839,LCK
18178839,CTLA4
18179820,SRC
18179820,FH
18179820,AKT1
18179821,CTLA4
18179966,DNMT1
18180338,ESR1
18180460,ESR1
18180460,EGFR
18180460,AKT1
18180462,CYP19A1
18182619,VEGFA
18182619,KDR
18182663,RTEL1
18184863,BCR
18184863,MTOR
18184863,AKT1
18184863,ABL1
18184863,FLT1
18186383,MUTYH
18190722,CYP19A1
18190828,MET
18191201,ESR1
18191994,TERT
18192471,NR4A3
18192482,MET
18192508,FH
18193422,ARID1B
18193422,CTLA4
18193423,VEGFA
18193423,CTLA4
18195096,KMT2A
18195327,BRCA1/2
18196574,BRCA1/2
18198215,DNMT1
18199542,CDKN2A
18199556,EGFR
18201229,CTLA4
18202009,BCR
18202009,ABL1
18202175,CTLA4
18202175,HLA-C
18202224,CTLA4
18202413,ESR1
18202421,PGR
18202752,EGFR
18202752,ERBB2
18204436,IGF1
18204436,DNMT1
18212337,EGFR
18212337,PTEN
18212813,SDHC
18213636,ARID1A
18213725,ESR1
18215105,MTOR
18215105,PTEN
18215105,AKT1
18215777,KMT2A
18215777,CEBPA
18215777,NPM1
18215777,FLT1
18216244,CTLA4
18216294,CTLA4
18216297,EPOR
18216297,MYC
18216329,PTEN
18216329,AKT1
18216498,ACTG1
18217204,FLT1
18217204,NTRK1
18219225,VEGFA
18220907,RTEL1
18223223,EGFR
18223231,XIAP
18223231,FH
18223233,CTLA4
18223238,VEGFA
18223238,NR4A3
18223324,CTLA4
18223481,RASA1
18223553,CTLA4
18224391,ESR1
18226859,AKT1
18228523,MITF
18230058,KIT
18230058,KDR
18230181,CALR
18230792,FLT1
18234424,DNMT1
18234488,KIT
18235121,KIT
18235126,VEGFA
18236113,ESR1
18237383,ERBB2
18237383,PPARG
18239919,EGFR
18239970,VEGFA
18239970,KDR
18239970,DNMT1
18240147,KRAS
18240184,MET
18241003,ESR1
18241003,VEGFA
18242516,MYC
18245008,DNMT1
18245465,PTEN
18245497,MYC
18245541,ERBB2
18246053,DNMT1
18246401,RASA1
18248562,DNMT1
18250344,PGR
18250344,ESR1
18250347,PGR
18250347,ESR1
18250349,CTLA4
18252861,MET
18252861,KIT
18252861,FLT1
18253154,YY1
18253154,ACTG1
18256325,RTEL1
18256938,VEGFA
18258752,PTEN
18258752,AKT1
18258798,RTEL1
18258979,ESR1
18258989,CYP19A1
18259609,CTLA4
18259825,MET
18259950,CTLA4
18261776,VEGFA
18263593,IGF1
18263593,CTLA4
18263593,AKT1
18264087,BRCA1/2
18266210,MET
18268356,BRCA1/2
18269777,DNMT1
18269778,BRCA1/2
18274909,DNMT1
18275431,CTLA4
18279064,MET
18279064,ACTG1
18279928,REST
18281469,BRCA1/2
18281497,CALR
18281497,YY1
18281516,EGFR
18281516,AKT1
18281657,VEGFA
18281663,FAT1
18281668,CALR
18281673,EGFR
18282354,EGFR
18282367,CYP19A1
18284717,FH
18286511,REST
18287062,CTLA4
18287134,CTLA4
18287265,FLT1
18297531,BCR
18297531,ABL1
18297531,CTLA4
18297531,ARID1A
18299279,ALK
18299661,ESR1
18300256,REST
18300715,NR4A3
18300755,DNMT1
18300768,ERBB2
18300768,BRAF
18300771,ESR1
18301399,CTLA4
18301399,HLA-C
18301781,ACTG1
18301781,RB1
18301781,AR
18303429,EGFR
18303429,KRAS
18303441,ESR1
18306353,ESR1
18307875,CTLA4
18309946,AR
18309947,EGFR
18309949,AKT1
18310292,MTOR
18310292,DNMT1
18310292,AKT1
18314434,EPCAM
18314475,SDHB
18316005,TERT
18316562,VEGFA
18316568,CTLA4
18316569,CTLA4
18316572,EGFR
18316572,DNMT1
18316577,ATM
18316578,VEGFA
18316578,KDR
18316580,RELN
18316580,CTLA4
18316581,CTLA4
18316619,IGF1R
18316619,AKT1
18316628,AKT1
18316794,CYP19A1
18317851,DNMT1
18318435,AKT1
18318769,CTLA4
18320191,VEGFA
18320191,NR4A3
18320602,ESR1
18321583,CTLA4
18321583,RTEL1
18322441,IGF1
18322683,CTLA4
18322683,HLA-C
18323546,ERBB2
18323555,ARID1A
18323556,PGR
18323781,FH
18323781,MTOR
18323781,AKT1
18324358,EGFR
18324358,KDR
18324472,PGR
18324472,ESR1
18324964,CTLA4
18325103,PGR
18325103,ESR1
18326623,BRCA1/2
18326623,NR4A3
18327638,PGR
18327638,CTLA4
18327638,ESR1
18327671,ESR1
18327671,CYP19A1
18331603,HLA-C
18333733,DNMT1
18334619,VHL
18334619,RET
18334619,ACTG1
18334673,CTLA4
18334673,AKT1
18334676,PGR
18335505,MYCN
18335505,ACTG1
18335505,FOXO1
18337641,CYP19A1
18338247,ESR1
18338247,CYP19A1
18338812,AKT1
18339423,BCR
18339852,DNMT1
18339852,PTEN
18339868,VEGFA
18340114,MET
18342661,DNMT1
18342784,RTEL1
18342788,CTLA4
18343280,FH
18343280,MTOR
18344440,ACTG1
18344976,CTLA4
18346528,BCR
18346528,ABL1
18347007,VEGFA
18347007,KIT
18347007,KDR
18347188,AKT1
18348294,BCR
18348294,ABL1
18349398,EGFR
18349398,KRAS
18349400,CTLA4
18352856,VEGFA
18353140,ARID1A
18354037,FH
18355772,BRCA1/2
18355772,NR4A3
18359865,BCR
18359865,ABL1
18359865,KIT
18360352,PGR
18360352,EGFR
18360352,ERBB2
18360352,ESR1
18360833,DNMT1
18361426,ESR1
18362367,DNMT1
18363482,APC
18364009,FAT1
18365911,DNMT1
18366060,IGF1
18366060,BRAF
18366957,CYP19A1
18366958,CYP19A1
18366969,U2AF1
18366975,EGFR
18366975,KDR
18367103,REST
18367103,MET
18367103,MAX
18367107,REST
18371147,CYLD
18371147,AKT1
18371219,ESR1
18373644,ERBB2
18375361,RET
18376144,CTLA4
18376189,DNMT1
18376380,BRCA1/2
18376399,HLA-C
18377832,EGFR
18378853,CEBPA
18378853,CTLA4
18378853,ERG
18378853,KIT
18378853,KMT2A
18378853,NPM1
18378853,FLT1
18379195,AKT1
18379348,EGFR
18379348,ABL1
18379348,KIT
18379348,AKT1
18381102,RTEL1
18381418,PTEN
18381447,EGFR
18381447,AKT1
18381570,KRAS
18381570,RET
18381570,BRAF
18381570,PTEN
18381931,EGFR
18381931,ERBB2
18381931,MET
18381931,APC
18381943,ATR
18381943,ATM
18381952,RET
18381957,CTLA4
18381957,FH
18384098,EGFR
18384098,ABL1
18384098,BCR
18384436,CTLA4
18386134,CTLA4
18386285,CALR
18386830,MTOR
18386830,AKT1
18388920,XIAP
18390809,RET
18390968,KRAS
18390968,BRAF
18390970,EGFR
18391202,MUTYH
18391202,MALT1
18391202,STK11
18391747,EGFR
18391747,KRAS
18391753,ERBB2
18391753,CTLA4
18392824,ERBB2
18394687,ESR1
18395030,KRAS
18395030,BRAF
18395030,PTEN
18395047,VEGFA
18395355,CALR
18395971,MET
18396641,CTLA4
18397823,EGFR
18397823,AKT1
18398145,REST
18398507,ERBB2
18398507,CTLA4
18398507,APC
18398743,DNMT1
18399827,AR
18403492,NR4A3
18403609,EGFR
18403620,BCR
18404369,MST1
18406886,CALR
18406887,IGF1
18408710,BCR
18408710,ABL1
18408710,IKZF1
18409663,KIT
18410690,BRCA1/2
18411011,ESR1
18413639,PGR
18413639,ESR1
18413640,DDIT3
18413640,CTLA4
18413640,RTEL1
18413640,MET
18413752,EGFR
18413752,KRAS
18413764,FH
18413766,CTLA4
18413766,PRKAR1A
18413774,EGFR
18413802,RB1
18413808,ERBB2
18413808,EGFR
18413808,KIT
18413836,ESR1
18413836,DNMT1
18413840,AKT1
18417042,EGFR
18418213,EGFR
18418709,IGF1
18421051,PGR
18421051,EGFR
18423560,VEGFA
18423560,EGFR
18423824,EGFR
18425360,EGFR
18427147,CYP19A1
18427150,CTLA4
18428192,DNMT1
18428210,MET
18428210,DNMT1
18428210,SDHB
18429007,EGFR
18429007,DNMT1
18429007,PPARG
18430249,ERBB2
18430468,SDHB
18431743,BRCA1/2
18431743,RB1
18431743,CUX1
18434825,NR4A3
18435933,KRAS
18435933,BRAF
18437168,EGFR
18437204,PGR
18437204,ESR1
18438877,CTLA4
18439768,DNMT1
18441766,CD79A
18442108,ESR1
18445275,ESR1
18445657,BCR
18445657,ABL1
18445827,CYP19A1
18445840,REST
18445843,ETV6
18446223,AR
18446337,CTLA4
18447599,KIT
18447599,KDR
18447704,EPCAM
18450603,NPM1
18450603,FLT1
18451150,BRCA1/2
18451150,CTLA4
18451156,MET
18451156,GLI1
18451159,SRC
18451159,ABL1
18451159,LYN
18451169,SMO
18451169,CTLA4
18451169,FH
18451181,BRCA1/2
18451237,KIT
18451242,AKT1
18452072,BCR
18452072,ABL1
18452095,SDHB
18453625,CTLA4
18453625,HLA-C
18455125,VEGFA
18457476,ESR1
18457865,PGR
18457865,ESR1
18458038,EGFR
18458038,MET
18459178,DNMT1
18460397,ACTG1
18460397,PTEN
18461184,MYC
18461370,DNMT1
18461427,AKT1
18463976,PGR
18463976,RARA
18463976,ESR1
18467720,CTLA4
18467721,REST
18467721,CTLA4
18469443,BRCA1/2
18469512,FH
18469512,MTOR
18470901,NR4A3
18470909,FH
18471046,DNMT1
18471519,APC
18473493,INSR
18473994,MTOR
18473994,AKT1
18473995,EGFR
18473995,ERBB2
18473997,BRAF
18473998,NPM1
18473998,FLT1
18473999,MET
18473999,SOS1
18474248,APC
18474873,IGF1
18474873,INSR
18474878,EGFR
18474878,CALR
18474879,CALR
18477350,DNMT1
18478343,NR4A3
18480841,CTLA4
18481809,EGFR
18482053,EPOR
18482053,AKT1
18483239,ERG
18483301,BCR
18483301,ABL1
18483325,RARA
18483325,APC
18483355,EGFR
18483355,MET
18483359,MET
18483359,MYC
18483360,MYC
18483360,DNMT1
18483371,CTLA4
18483371,PTEN
18483384,CTLA4
18483389,IGF1
18483389,KIT
18483389,PDGFRA
18483390,CYLD
18483851,BRCA1/2
18484584,RET
18484596,PGR
18484596,ESR1
18484657,PGR
18484657,FOXP1
18485044,VHL
18485948,DNMT1
18486357,REST
18486487,BRD4
18487565,TERT
18487567,PGR
18487567,ESR1
18488000,KIT
18490651,EGFR
18491231,MTOR
18491231,AKT1
18492096,CTLA4
18492113,AKT1
18492956,NR4A3
18494048,MET
18494048,SOS1
18494356,ESR1
18496130,DNMT1
18497318,CTLA4
18499442,IGF1
18499442,AKT1
18501063,FANCA
18501077,ESR1
18501077,VHL
18501077,VEGFA
18501102,MAX
18503824,FH
18504338,ATM
18504614,PGR
18504622,DNMT1
18504708,BCL9
18505685,EGFR
18505685,RHOA
18505685,CBL
18505786,BCR
18505786,ABL1
18505786,CTLA4
18505786,LYN
18509084,CTLA4
18509176,ESR1
18509176,DNMT1
18510991,ESR1
18511810,AKT1
18513580,EGFR
18513582,EGFR
18513582,MET
18513880,REST
18514701,KIT
18515733,ESR1
18515735,CYP19A1
18515987,VEGFA
18516290,KRAS
18516290,CTNNB1
18516290,IGF1
18516290,AKT1
18516765,VEGFA
18519632,BCR
18519632,ABL1
18519632,IKZF1
18519692,APC
18519694,VEGFA
18519694,KDR
18519701,VEGFA
18519701,MTOR
18519701,KDR
18519704,CALR
18519704,AKT1
18520291,ARID1A
18520299,EGFR
18520300,EGFR
18520302,MET
18520302,EGFR
18520805,EGFR
18520805,AKT1
18520811,VEGFA
18520811,EGFR
18523155,PGR
18523155,NPM1
18523885,BRCA1/2
18525339,KIT
18528634,MET
18528634,MAX
18533085,EGFR
18533798,VEGFA
18534874,VEGFA
18534874,KIT
18534874,RET
18534874,FLT1
18534874,CTLA4
18534874,KDR
18535405,ALB
18535405,MST1
18536917,ERBB2
18537522,DNMT1
18537752,DNMT1
18537857,CTLA4
18537857,ALK
18537966,CTLA4
18537966,AKT1
18539480,APC
18541201,CTLA4
18541201,RTEL1
18541724,SDHB
18541894,RET
18541897,KDR
18541900,BCR
18541900,ABL1
18543327,FH
18544062,CTLA4
18544440,CALR
18544442,VEGFA
18544442,EGFR
18544442,KDR
18544627,ERCC4
18544627,NR4A3
18544627,ERCC2
18545145,CTLA4
18546481,PGR
18546481,ESR1
18549338,VEGFA
18549338,EGFR
18549348,ESR1
18549348,BCR
18549348,ABL1
18549507,VEGFA
18549507,CTLA4
18549507,MET
18549507,SOS1
18550829,IGF1
18550829,KIT
18550829,AKT1
18551193,CTLA4
18551193,APC
18551751,RASA1
18551861,MET
18552276,ACTG1
18553366,ERBB2
18553366,MYC
18556142,CALR
18559499,AR
18559565,EGFR
18559565,PTEN
18559565,AKT1
18559590,EGFR
18559606,EGFR
18559612,BCR
18559612,ABL1
18559612,KIT
18559612,CDC42
18559622,MTOR
18559622,PTEN
18559622,AKT1
18559874,CEBPA
18559874,ERG
18559874,KMT2A
18559874,NPM1
18559874,FLT1
18559875,CALR
18561247,CTLA4
18563594,CTLA4
18563783,CUX1
18564433,NR4A3
18565890,ESR1
18566209,MTOR
18566326,BCR
18566326,ABL1
18566329,CALR
18566329,ACTG1
18567836,DNMT1
18567989,CTLA4
18567989,RTEL1
18567993,MYC
18568074,IGF1R
18568074,EGFR
18568074,IGF1
18568074,AKT1
18569634,CTLA4
18569634,DNMT1
18570300,MYCN
18571837,NR4A3
18572972,NR4A3
18572972,MST1R
18574029,CALR
18574029,FH
18574557,MAX
18575738,RB1
18577706,CTLA4
18577706,FLT1
18577710,CTLA4
18577985,BRCA1/2
18579579,PTEN
18579579,AKT1
18579665,REST
18581139,DNMT1
18581219,BRCA1/2
18581219,MET
18581232,ESR1
18581232,ERBB2
18586578,DNMT1
18587326,NR4A3
18589869,KRAS
18593338,MST1
18593679,REST
18593922,FANCA
18593922,CTLA4
18593922,MYC
18593922,CUX1
18594010,EGFR
18594010,ALK
18594010,AKT1
18594219,PGR
18594467,PTEN
18594817,FANCA
18594817,CTLA4
18596266,EGFR
18596272,VEGFA
18596272,KIT
18598932,EGFR
18598932,KRAS
18602665,MYC
18611860,AKT1
18612151,EGFR
18612155,VEGFA
18612155,KDR
18612158,ERBB2
18612158,CTLA4
18613644,BCR
18613644,HLA-C
18613994,CTLA4
18613994,FH
18614762,CTLA4
18615506,FH
18615627,BCR
18615627,ABL1
18615627,AR
18615679,KIT
18615679,BRAF
18615679,PDGFRA
18618501,RTEL1
18618511,SDHB
18619375,RTEL1
18621626,DNMT1
18621636,PGR
18621636,BRAF
18621637,DNMT1
18621638,ESR1
18621638,NR4A3
18626307,AKT1
18626467,VEGFA
18628084,CTLA4
18628084,FH
18628084,DNMT1
18628459,ERBB2
18628463,MAX
18629842,BCR
18632602,EGFR
18632602,BRAF
18632602,KRAS
18632615,ESR1
18632615,RB1
18632627,KIT
18632627,BRAF
18632637,EGFR
18632637,MTOR
18632637,AKT1
18632639,SDHB
18632641,SDHB
18633130,ACTG1
18633131,RB1
18634051,SDHB
18635227,VHL
18639970,BCR
18640140,FAT1
18640574,RTEL1
18640931,CALR
18640941,MET
18642348,MAX
18642348,HGF
18644254,BRAF
18644620,MET
18644990,AKT1
18644993,SRC
18644993,LYN
18644997,EGFR
18644997,ERBB2
18645323,DNMT1
18646053,AKT1
18648813,RTEL1
18648974,DNMT1
18649370,MYCN
18650638,ESR1
18651821,NTRK1
18653228,MTOR
18657853,MET
18662965,ESR1
18663535,CDKN2A
18664621,BCR
18664838,ACTG1
18665158,CTLA4
18667686,CYP19A1
18669461,VEGFA
18669462,AR
18670298,IGF1
18670298,AKT1
18670776,REST
18670778,BCR
18671247,CDKN2A
18671247,PDGFRA
18671247,AKT1
18671247,EGFR
18671247,KIT
18671247,MYC
18672314,MET
18672314,SOS1
18673366,PGR
18674639,AR
18676094,PGR
18676094,ERBB2
18676094,ESR1
18676826,CTLA4
18676830,PTEN
18676830,AKT1
18678321,SDHD
18678321,AKT1
18678321,PTEN
18678321,SDHB
18678836,PGR
18678836,ESR1
18682509,RET
18682509,AKT1
18684498,BRCA1/2
18687998,DNMT1
18691549,BRD4
18691549,MTOR
18691549,AKT1
18694961,BCR
18694961,ABL1
18694961,MTOR
18695261,CYP19A1
18697871,ATM
18698021,SRC
18698025,EGFR
18698025,KDR
18699769,VEGFA
18699769,MTOR
18701138,KIT
18701186,PGR
18701186,EGFR
18701186,ESR1
18701480,EGFR
18701501,NFKBIA
18701501,MYC
18701501,AR
18701503,VEGFA
18701503,CTNNB1
18703706,ESR1
18703706,CTLA4
18704266,ESR1
18704680,BRCA1/2
18704709,ESR1
18704985,EGFR
18704985,PTEN
18708344,VEGFA
18708351,ERBB2
18708403,AXIN1
18708403,APC
18708993,NF2
18709663,MET
18709663,SOS1
18711149,ERCC2
18711175,DNMT1
18711180,AR
18711186,CALR
18711186,DNMT1
18711702,CDH1
18715028,FAT1
18715621,KDR
18715621,ACTG1
18716081,ESR1
18716133,NPM1
18716133,FLT1
18716850,APC
18718023,BRAF
18719356,CTLA4
18720359,VEGFA
18720359,EGFR
18721775,BCR
18721775,RTEL1
18722970,DNMT1
18723297,CALR
18723497,ESR1
18723878,APC
18725649,DNMT1
18725974,PTEN
18725974,AKT1
18725993,MTOR
18725993,PTEN
18725993,AKT1
18726994,ERBB2
18726994,CTLA4
18729723,ARID1A
18729853,RTEL1
18751888,ARID1A
18753181,EGFR
18754070,CALR
18755503,MET
18757265,CYP19A1
18757527,FANCA
18758234,MTOR
18758234,AKT1
18759130,MTOR
18759130,PTEN
18759130,AKT1
18759253,CTLA4
18759698,EGFR
18759700,AR
18760708,RARA
18764869,PGR
18764869,RTEL1
18765530,CTLA4
18765530,FH
18765530,XIAP
18765530,AKT1
18765533,FH
18765535,SDHB
18765547,GTF2I
18765998,AKT1
18766176,DNMT1
18766971,CTLA4
18766971,KIT
18766971,FH
18767171,DNMT1
18768434,ESR1
18768434,RTEL1
18769331,ERBB2
18769331,DNMT1
18772396,IDH2
18772452,CTLA4
18774471,VEGFA
18774471,MTOR
18774596,MET
18774596,CALR
18774596,DNMT1
18776816,ERBB2
18777950,EGFR
18778556,EGFR
18779603,VEGFA
18779615,BRCA1/2
18779615,ERBB2
18779741,CTLA4
18782305,U2AF1
18783735,MET
18783876,MET
18785255,ERBB2
18785255,DNMT1
18787840,EGFR
18787958,PRKAR1A
18789513,ACTG1
18790445,BCR
18790445,ABL1
18790746,CTLA4
18790746,FANCA
18790746,AKT1
18790768,BRAF
18792098,DNMT1
18794081,KRAS
18794325,RET
18794325,NTRK1
18794461,KMT2A
18794461,CTLA4
18796696,AR
18797450,CTLA4
18798312,NTRK1
18798529,ESR1
18798533,BCR
18804041,NR4A3
18809607,CEBPA
18809607,KMT2A
18809607,ERG
18809607,EPOR
18809607,NPM1
18809607,FLT1
18809762,BCR
18809762,ABL1
18809762,AR
18809969,CTLA4
18812503,RB1
18812548,BRCA1/2
18815290,CTLA4
18815841,ERBB2
18817999,CTLA4
18818309,CTLA4
18818517,IGF1
18818517,KIT
18818802,CTLA4
18819936,PGR
18819936,IGF1
18819936,AKT1
18819937,AR
18820131,FLT1
18820368,BCR
18820368,ABL1
18820368,KIT
18820368,AKT1
18821783,EGFR
18823714,NR4A3
18824701,BRCA1/2
18824710,CALR
18824714,VEGFA
18826997,SDHD
18826997,SDHC
18826997,SDHB
18827134,MET
18827620,DNMT1
18827620,ARID1A
18827790,BCR
18827790,ABL1
18828969,EGFR
18829087,PGR
18829470,MET
18829470,MTOR
18829470,EGFR
18829470,SOS1
18829479,BRAF
18829485,VEGFA
18829485,CALR
18829485,AR
18829509,EGFR
