pmid,HGNC
28832978,CTLA4
28832979,CTLA4
28833159,DNMT1
28834695,DNMT1
28835371,BCR
28835386,DNMT1
28835440,BCR
28835440,ABL1
28835699,MET
28835699,KDR
28835699,CBL
28836106,CALR
28836106,IDH2
28836106,TERT
28836124,DNMT1
28837207,DNMT1
28838268,FH
28838400,EGFR
28838400,RET
28838400,ALK
28838931,DNMT1
28838952,LCK
28838952,CTLA4
28840497,DNMT1
28840584,IDH2
28840584,SDHB
28840857,MITF
28841389,EGFR
28841389,MET
28841389,KRAS
28841418,CTLA4
28842136,ABL1
28842510,ERG
28842510,AR
28842510,PTEN
28843358,EGFR
28843358,CALR
28843358,KRAS
28843358,ALK
28843370,BRD4
28843768,DNMT1
28847998,FH
28848053,CTLA4
28848055,CTLA4
28849623,EPCAM
28851416,MET
28851812,EGFR
28851812,MET
28851812,KRAS
28851898,CTLA4
28851898,KDR
28853613,KRAS
28853617,MAX
28854070,ESR1
28854070,CYP19A1
28854070,AKT1
28854978,KRAS
28855034,DNMT1
28855034,FEV
28855350,VEGFA
28855350,KDR
28856682,KRAS
28856682,BRAF
28856682,CTNNB1
28857614,DNMT1
28857784,DNMT1
28858511,FH
28858511,BRD4
28858511,MYC
28859059,RB1
28859185,CTLA4
28859191,RET
28860342,MYC
28860410,PTEN
28860410,KIT
28860410,RB1
28860410,MTOR
28860411,EPCAM
28861943,CTLA4
28861943,APC
28862229,DNMT1
28862261,CTLA4
28862261,PRKACA
28863016,DNMT1
28863345,TERT
28864067,EPCAM
28864067,CTLA4
28864067,ARID1B
28864067,INSR
28864640,CTLA4
28864640,MTOR
28864680,MET
28864680,SOS1
28865925,ESR1
28866255,AR
28869816,DNMT1
28870642,DDIT3
28870642,RTEL1
28870799,MET
28870799,DNMT1
28870928,MET
28871554,DNMT1
28871996,ERCC2
28871998,FLT1
28872470,ESR1
28872470,PRKAR1A
28874413,ESR1
28874413,AKT1
28874546,KRAS
28874593,EGFR
28874817,PRKAR1A
28875723,CYP19A1
28875836,PRKAR1A
28876975,PGR
28877533,NR4A3
28877533,DNMT1
28877935,ESR1
28877935,AKT1
28877935,EGFR
28877935,ERBB2
28877935,CYP19A1
28878133,ESR1
28878133,RB1
28879441,EGFR
28879441,KRAS
28879603,APC
28881456,DNMT1
28882436,BRCA1/2
28882999,SRC
28882999,DNMT1
28882999,FAT1
28883519,EPCAM
28884744,KRAS
28885122,NF2
28885122,DNMT1
28885303,MET
28885734,KRAS
28885734,CTLA4
28886381,CTLA4
28887726,PGR
28887726,APC
28888417,ESR1
28888541,BRCA1/2
28888541,ATM
28888675,CALR
28888849,SH2D1A
28889792,BRAF
28890157,ESR1
28891793,AR
28891906,CTLA4
28892064,GLI1
28893733,CTLA4
28893901,CTLA4
28895084,DNMT1
28898698,FANCA
28898698,CTLA4
28899409,ESR1
28899972,RTEL1
28899972,DNMT1
28899973,ACTG1
28900115,MYC
28902789,CTLA4
28902789,DNMT1
28902795,DNMT1
28903158,BRCA1/2
28903167,BRCA1/2
28903181,CTLA4
28904066,CTLA4
28905674,CTLA4
28906322,CTLA4
28910150,PGR
28910150,RIT1
28911154,RET
28911154,NTRK1
28911726,MET
28911955,EGFR
28911955,KRAS
28912626,ACTG1
28913760,PGR
28913760,MET
28913760,ESR1
28914394,CTLA4
28914394,BCL9
28914394,DNMT1
28914967,DNMT1
28915338,RTEL1
28916367,BRCA1/2
28919011,BRAF
28919011,ACTG1
28919040,ESR1
28919040,MTOR
28921643,ACTG1
28921907,BRAF
28922087,RTEL1
28923101,SMARCA2
28923227,RASA1
28923559,DNMT1
28923856,PPARG
28925066,ARID1A
28925877,SDHA
28925877,CYLD
28925877,CALR
28925878,DNMT1
28927784,BCR
28927784,ABL1
28927784,CTLA4
28927900,DNMT1
28928158,CTLA4
28928360,IGF1
28928360,CTLA4
28928360,BRAF
28929463,ESR1
28932928,MAX
28933016,MET
28933735,IDH2
28933735,FLT1
28935272,MET
28935347,MET
28935542,BRCA1/2
28935542,ERBB2
28936799,LCK
28936799,MTOR
28936799,AKT1
28937327,AR
28939065,DNMT1
28939182,DNMT1
28939679,KRAS
28939679,TERT
28940307,BRAF
28940307,DNMT1
28940498,EGFR
28941656,DNMT1
28941728,DNMT1
28941919,POLE
28943062,ESR1
28945296,CTLA4
28946602,DNMT1
28947141,ESR1
28947141,DDIT3
28947173,MET
28947394,ESR1
28947394,NTRK2
28947422,CTLA4
28947565,CTLA4
28947566,CYP19A1
28947566,RB1
28947567,CTLA4
28947567,HLA-C
28947567,ACTG1
28951454,AXL
28951454,KRAS
28951454,REL
28951454,EGFR
28951454,BRAF
28951454,MAX
28951457,EGFR
28951457,BRAF
28951500,ESR1
28952810,MET
28952810,U2AF1
28953887,MTOR
28953887,BRAF
28953887,RAF1
28954285,EGFR
28954285,BRAF
28954285,KRAS
28954297,ACTG1
28954551,DNMT1
28954551,MTOR
28954551,SOS1
28954551,AKT1
28954551,EGFR
28954551,MET
28954786,EGFR
28957377,ESR1
28957377,EPCAM
28957377,CTLA4
28957377,AR
28957395,KRAS
28957395,BRAF
28957395,DNMT1
28957395,PTEN
28957699,PGR
28958504,MET
28958504,SOS1
28958732,MET
28958732,DNMT1
28958992,ATM
28960259,MET
28960265,MET
28960265,KIT
28960265,FLT1
28960265,AXL
28960621,CALR
28961465,BRAF
28962889,CALR
28963790,EGFR
28964527,PRKAR1A
28964539,EGFR
28964539,MET
28964622,SDHB
28965162,MET
28965162,CTLA4
28966033,BCOR
28967920,KRAS
28967922,FLT1
28968163,CYP19A1
28970196,ARID1A
28970361,CTLA4
28971268,REST
28971268,ACTG1
28971268,DNMT1
28971501,BCR
28971501,NR4A3
28971501,ABL1
28971986,BRCA1/2
28972075,RB1
28972084,PGR
28972424,BCR
28972424,ABL1
28972430,BCR
28976556,PTEN
28976792,BRCA1/2
28976792,POLD1
28978723,ABL1
28978906,MYC
28980211,NR4A3
28981362,FLCN
28981385,MET
28981385,BRAF
28982744,EGFR
28983018,CTLA4
28983557,BRAF
28983805,DNMT1
28984300,CTLA4
28984303,RB1
28984303,GNAQ
28984303,EGFR
28984303,ATM
28984303,ABL1
28984303,KIT
28984303,APC
28984423,RARA
28984423,CTLA4
28984483,KIT
28986391,VEGFA
28986391,KRAS
28986391,MYC
28986743,PGR
28986743,ESR1
28987237,MET
28988646,MET
28990119,EGFR
28990119,SRC
28991513,BRAF
28991877,RB1
28993364,ARID1B
28993364,RTEL1
28993479,NPM1
28994107,REST
28994107,VEGFA
28994107,FAT1
29016843,ACTG1
29016887,REST
29016887,MET
29016938,CTLA4
29016998,MET
29016998,KDR
29018057,CTLA4
29018077,FH
29021619,BRCA1/2
29022562,AR
29022562,FAT1
29023643,BRAF
29024301,CTLA4
29024301,PRKAR1A
29025425,INSR
29025585,FANCC
29025585,ATM
29025585,GNAS
29025585,ATR
29025585,FLCN
29025585,BRCA1/2
29027261,BCR
29027825,AR
29028368,KIT
29029885,TERT
29032264,CTLA4
29032264,PRKAR1A
29032717,MYC
29032717,AR
29033016,MAX
29034739,ESR1
29035360,BRCA1/2
29036345,MET
29036345,KDR
29037215,PGR
29037469,EGFR
29037531,ESR1
29037858,IGF1
29037858,MTOR
29038296,RASA1
29038297,KRAS
29038297,CTLA4
29038297,BRAF
29038347,AKT1
29039125,ACTG1
29040691,MET
29042120,FLT1
29042332,MET
29042332,DNMT1
29043412,KRAS
29044544,PGR
29044548,BRCA1/2
29044788,MET
29044788,NTRK1
29045023,DNMT1
29046485,CTLA4
29047029,SRC
29047029,MET
29047108,CTLA4
29047390,BRCA1/2
29047390,DNMT1
29048129,MYC
29048549,MYC
29048991,MET
29050692,BCR
29050692,ABL1
29051122,DNMT1
29051321,EGFR
29051321,BRAF
29051321,MAF
29051321,KRAS
29051323,EGFR
29051323,KRAS
29053175,EGFR
29053175,HRAS
29053175,CUX1
29053175,FAT1
29054093,DNMT1
29054359,ESR1
29054376,ESR1
29054377,RASA1
29054377,CALR
29054429,RHOA
29054429,AKT1
29054429,PTEN
29054429,HGF
29054983,CALR
29054983,ALK
29054983,NTRK1
29054988,AKT1
29055605,DNMT1
29056275,BRCA1/2
29057463,ALK
29057869,CREB1
29057869,ACTG1
29057879,AR
29057879,PTEN
29057879,AKT1
29058144,ESR1
29058260,KRAS
29058716,ESR1
29058716,BRCA1/2
29058986,ATRX
29058986,ACTG1
29058986,CTNNB1
29059635,MET
29059635,RET
29059635,AXL
29059683,BRCA1/2
29061374,DNMT1
29061640,PRKAR1A
29061641,CTLA4
29061641,PRKAR1A
29061643,EGFR
29061643,CTLA4
29063313,DNMT1
29063850,ESR1
29063850,BRAF
29064025,RASA1
29064025,CTLA4
29064653,DNMT1
29064751,PGR
29066084,PGR
29066509,CTLA4
29067643,KRAS
29067643,MTOR
29067723,PGR
29069274,CTLA4
29069942,FLT1
29070816,HLA-C
29072521,CYP19A1
29072521,FAT1
29072772,BCR
29072975,BRAF
29073103,ACTG1
29074098,CALR
29074098,ALK
29074151,MET
29074501,BTK
29075855,EGFR
29076004,MTOR
29076131,ESR1
29076131,RTEL1
29076138,DNMT1
29076950,BRAF
29078883,FAT1
29078898,SRC
29079178,FH
29079178,SDHB
29079178,SDHD
29079660,ESR1
29079660,MTOR
29084350,BRD4
29086516,ARID1A
29087812,REST
29087812,DNMT1
29089060,BRCA1/2
29089060,ATM
29089060,EGFR
29089060,KRAS
29089281,ESR1
29089357,KRAS
29090365,CTLA4
29090963,RASA1
29093017,BRCA1/2
29093017,ATM
29093017,MTOR
29093272,CTLA4
29093272,RUNX1T1
29094668,DNMT1
29096668,PGR
29096668,FH
29097137,GATA3
29097422,CTLA4
29097618,BRAF
29097800,VEGFA
29098284,KRAS
29099264,IGF1
29099264,MTOR
29099264,AKT1
29100169,MTOR
29100169,DNMT1
29101597,CYP19A1
29101597,HGF
29101711,FAT1
29102276,CTLA4
29103175,MTOR
29103748,DNMT1
29103912,CTLA4
29103912,PRKAR1A
29104112,ERG
29104112,CTLA4
29105517,PRKAR1A
29107016,CTLA4
29107016,PRKAR1A
29110152,ESR1
29110152,PTEN
29110849,EGFR
29111175,APC
29111259,SDHA
29111259,DNMT1
29112016,CTLA4
29112016,MYC
29112938,SDHB
29113661,ACTG1
29113841,DNMT1
29113986,BCR
29116004,DNMT1
29116596,CTLA4
29117359,MTOR
29117359,BRAF
29117941,AR
29118010,CTLA4
29118233,BRAF
29118234,CTLA4
29118234,RTEL1
29118234,PRKAR1A
29118262,EGFR
29118262,CREB1
29118262,AR
29118266,DNMT1
29119509,PGR
29119509,DNMT1
29119638,CTLA4
29119643,CTLA4
29119847,BCR
29121047,DNMT1
29121143,ESR1
29121144,AR
29122777,EGFR
29123070,CALR
29124494,BRCA1/2
29124649,DNMT1
29126203,MTOR
29126306,ATR
29126306,ATM
29127039,ESR1
29127119,RASA1
29127119,EGFR
29127119,KRAS
29127121,KMT2A
29127121,CALR
29128193,CYP19A1
29128555,CTLA4
29128960,RASA1
29128960,KIT
29128960,MYC
29128960,DNMT1
29129443,VEGFA
29129738,DNMT1
29129918,CTLA4
29131988,CYP19A1
29132144,HLA-C
29132146,CTLA4
29132830,VHL
29132830,MTOR
29133316,CTLA4
29133316,PRKAR1A
29133366,KRAS
29133366,BRAF
29133617,BRAF
29133622,IGF1
29133622,BRAF
29133622,ALK
29136387,CYP19A1
29136387,DNMT1
29136404,YAP1
29136404,MYC
29137877,CTLA4
29138343,BRCA1/2
29138344,BRCA1/2
29138344,MYC
29138344,MYCN
29139135,FLT1
29140486,RASA1
29140486,ARID1A
29141224,NR4A3
29141224,KIT
29141224,BRAF
29141672,IDH2
29141672,BRAF
29141672,ACTG1
29145543,CTLA4
29145543,ACTG1
29145885,BRAF
29146616,EGFR
29147864,IDH2
29147864,ACTG1
29148570,RASA1
29148570,MAX
29148570,DNMT1
29149104,ALK
29149105,EGFR
29149504,ERG
29150143,HGF
29154079,KRAS
29154079,BRAF
29154079,HRAS
29154313,SDHA
29155069,DNMT1
29155319,ESR1
29155319,RTEL1
29155612,ACTG1
29155997,CTLA4
29156201,IDH2
29156201,KIT
29156201,FLT1
29157085,EGFR
29157306,CTLA4
29157306,HLA-C
29157747,VEGFA
29157747,AXL
29157747,IGF1
29157747,PDGFRA
29157747,EGFR
29158371,DNMT1
29158516,BCR
29159818,YY1
29159818,PTEN
29160731,CTLA4
29160731,RTEL1
29161241,PGR
29161986,ATM
29161986,BRAF
29162134,ESR1
29162563,KIT
29162825,PGR
29162825,EGFR
29162825,MTOR
29164377,CYP19A1
29165790,KRAS
29165798,RASA1
29167275,IDH2
29167285,CTLA4
29167315,YAP1
29168099,MET
29168353,CYP19A1
29168933,EGFR
29169152,EGFR
29169877,EGFR
29170017,CTLA4
29170162,PDGFRA
29170162,SDHA
29170162,KIT
29170162,BRAF
29170162,SDHB
29170255,CTLA4
29170511,CTLA4
29171168,SDHB
29171761,BRCA1/2
29172682,FLT1
29173764,CALR
29174566,ESR1
29176395,REST
29178024,EGFR
29178031,YY1
29178361,CTLA4
29180174,DNMT1
29180193,MET
29180193,DNMT1
29180251,SDHB
29180466,BRCA1/2
29180466,MYC
29180467,YAP1
29180467,EGFR
29180471,MYC
29180604,PTEN
29180604,KRAS
29180604,BRAF
29180604,GNAS
29180604,CTNNB1
29180607,RB1
29180607,DNMT1
29180607,TERT
29183145,IGF1
29183145,MTOR
29183145,PDGFRA
29183145,MET
29183145,KIT
29185120,BRCA1/2
29185120,DNMT1
29186979,PRKAR1A
29189398,DNMT1
29189820,MET
29190493,AR
29190813,CTLA4
29191513,DNMT1
29191513,ARID1A
29191596,EGFR
29191596,KRAS
29191596,ALK
29191606,ESR1
29191606,MET
29191715,FH
29191916,AKT1
29192312,RET
29192652,PGR
29192652,BCOR
29192652,CTLA4
29192652,ESR1
29194092,DNMT1
29194728,DNMT1
29195048,RTEL1
29195073,MYC
29196080,REL
29196080,RTEL1
29196178,DDIT3
29196178,FGFR1
29196412,CTLA4
29196440,ARID1A
29196463,EGFR
29197390,FANCA
29197390,REL
29197849,FOXP1
29198052,BRAF
29199525,BCR
29199525,ABL1
29199720,CALR
29199721,DNMT1
29200103,BCOR
29200111,IDH2
29202477,EED
29202477,MYC
29202477,MYCN
29202479,ERG
29202479,ACTG1
29202480,RB1
29203175,DNMT1
29203588,EGFR
29203588,CTLA4
29203817,CTLA4
29203817,ALK
29204677,DNMT1
29204718,SDHD
29204718,SDHA
29204718,SDHB
29206680,CTLA4
29206680,FLT1
29206995,RB1
29206995,PTEN
29206995,APC
29206995,BRCA1/2
29206995,AR
29208318,MET
29208398,ESR1
29208398,ACTG1
29208403,DDIT3
29208403,FH
29208672,CTLA4
29209771,EGFR
29211042,ACTG1
29211306,KRAS
29211306,BRAF
29211306,TERT
29211313,REST
29211796,ACTG1
29212027,SRC
29212027,KIT
29212027,BRAF
29212027,MYC
29213099,DNMT1
29217530,CALR
29217530,ALK
29217530,EGFR
29217530,MET
29217530,RET
29217530,BRAF
29217585,CTLA4
29218623,MAX
29218851,IDH2
29220298,KIT
29220298,PDGFRA
29222199,CTLA4
29222233,BCR
29222233,ABL1
29222280,ARID1B
29222312,CTLA4
29222346,ESR1
29222346,CYP19A1
29222346,FAT1
29223420,MET
29223420,CYLD
29223420,EGFR
29223420,AKT1
29223478,PGR
29223478,BRCA1/2
29223990,IGF1
29224502,CTLA4
29226734,VEGFA
29226797,CTLA4
29226797,PRKAR1A
29227282,NR4A3
29227282,FLT1
29227344,DNMT1
29228467,MET
29229958,EGFR
29230006,PGR
29230008,BCR
29230694,MET
29230694,NR4A3
29232439,ESR1
29232553,FH
29233486,KRAS
29233486,NR4A3
29233615,CYP19A1
29233743,CTLA4
29233743,RTEL1
29233821,AKT1
29233840,PTEN
29233910,CALR
29233910,BRAF
29233910,CUX1
29233917,CTLA4
29233927,ESR1
29236294,DNMT1
29236593,ESR1
29236593,BRCA1/2
29236593,ATM
29237802,PGR
29237804,PGR
29237966,SDHA
29237969,DNMT1
29241222,SDHA
29241222,FH
29241554,DNMT1
29242214,ESR1
29242214,AKT1
29242283,MTOR
29242398,BCR
29242895,KRAS
29242895,EGFR
29242895,KIT
29242895,BRAF
29242895,CTLA4
29242937,VEGFA
29242937,KIT
29243965,IDH2
29246179,FH
29246179,CTLA4
29246179,MAX
29246179,MYC
29246549,MET
29246803,BCR
29246803,BTK
29246938,CTLA4
29247016,AKT1
29247021,BRAF
29247830,EGFR
29247830,KRAS
29247830,ALK
29248170,KIT
29248319,CTLA4
29248557,MET
29249527,MET
29251317,CALR
29251317,MTOR
29251392,BRD4
29251405,APC
29251406,MET
29251676,BCR
29252123,BCR
29252406,DNMT1
29254498,PGR
29254506,PGR
29254507,CTLA4
29254601,ESR1
29254638,NR4A3
29258679,AR
29258977,DNMT1
29259015,KRAS
29259015,NR4A3
29259073,EGFR
29259073,BRAF
29261439,AR
29261439,PTEN
29262321,BRCA1/2
29263155,EGFR
29263155,APC
29263420,BCR
29263421,AR
29266174,VEGFA
29266178,MET
29266206,BCR
29266206,ABL1
29266344,DDIT3
29266433,ESR1
29266871,FANCA
29266971,CTLA4
29266971,DNMT1
29267866,DNMT1
29268619,CTLA4
29269007,EGFR
29269007,ALK
29269044,EPCAM
29269044,CTLA4
29269795,ESR1
29269795,CTLA4
29270615,EGFR
29270615,KRAS
29273006,DNMT1
29273452,CYLD
29274618,KRAS
29275462,CTLA4
29277239,NR4A3
29277359,MPL
29277359,CALR
29277359,KIT
29277360,DDIT3
29277758,MYCN
29278425,KRAS
29278425,IDH2
29280461,CALR
29280461,KIT
29280762,CTLA4
29281680,INSR
29282893,DDIT3
29282893,MTOR
29282893,SOS1
29282893,AKT1
29282893,MET
29283906,ESR1
29283906,IDH2
29283906,FLT1
29285580,DNMT1
29285777,EPCAM
29285777,CTLA4
29285788,FLT1
29286561,PRKACA
29286615,EPCAM
29286615,KIT
29286615,CTLA4
29288043,MET
29288043,CTLA4
29288110,DNMT1
29288110,U2AF1
29288121,INSR
29288236,CTLA4
29288821,CTLA4
29289429,AR
29289986,ESR1
29289986,MET
29289986,CYP19A1
29290361,DNMT1
29292707,EGFR
29293036,VEGFA
29294212,DNMT1
29294212,INSR
29297939,NR4A3
29298117,AKT1
29301143,BRCA1/2
29301574,MET
29301574,DNMT1
29301825,ESR1
29301825,MTOR
29301825,AKT1
29301825,NTRK1
29301825,ATM
29301826,CTLA4
29301830,CTLA4
29301866,BCR
29301866,CTLA4
29301866,BTK
29302046,PTEN
29302695,MET
29303405,KRAS
29303446,U2AF1
29303908,KRAS
29303933,FAT1
29303935,ESR1
29303935,PGR
29304773,ESR1
29304833,PGR
29305194,CTLA4
29305199,FAT1
29305574,EGFR
29309048,CTLA4
29309249,MET
29309249,AXL
29309250,ESR1
29311117,ESR1
29311117,EPCAM
29311117,EGFR
29311118,RB1
29311309,CTLA4
29311669,ESR1
29313814,PDGFRB
29313814,SRC
29313945,DNMT1
29313954,VEGFA
29313954,MTOR
29313954,MET
29313954,KDR
29314206,CTLA4
29315403,PGR
29315403,ESR1
29315564,PGR
29315564,ESR1
29316072,BRCA1/2
29316245,CTLA4
29316426,KRAS
29316426,AKT1
29316426,BRAF
29316426,APC
29316426,CTNNB1
29317703,CTLA4
29319049,ACTG1
29319382,AR
29319398,RASA1
29319398,ARID1A
29319399,DNMT1
29320474,CTLA4
29320532,REST
29320532,FAT1
29320913,FH
29320913,RTEL1
29321378,MYC
29321554,DNMT1
29321554,INSR
29322846,MTOR
29322846,AKT1
29323560,VEGFA
29323560,MTOR
29324844,CTLA4
29324844,MYC
29325738,EGFR
29326431,CTLA4
29328002,IDH2
29328002,CTLA4
29328005,DNMT1
29328860,CYP19A1
29328860,HGF
29329157,CALR
29329894,MET
29332233,DNMT1
29332233,FLT1
29334372,ESR1
29334555,CALR
29334771,CTLA4
29334771,PRKAR1A
29336889,KRAS
29337140,ESR1
29337595,RB1
29337640,EGFR
29338072,KRAS
29338072,MTOR
29338072,EGFR
29338080,BRCA1/2
29338080,DNMT1
29338089,MET
29338443,CYP19A1
29338550,VEGFA
29338550,KDR
29339080,EPCAM
29339080,AR
29339197,IGF1
29339197,FANCA
29339197,DNMT1
29339197,INSR
29339270,CTLA4
29339359,ESR1
29339359,RB1
29339375,KRAS
29339375,CTLA4
29339377,CTLA4
29339439,ATM
29339439,IDH2
29340907,AR
29343444,CTLA4
29343775,EGFR
29343775,RB1
29343775,DNMT1
29345295,DNMT1
29345295,NTRK2
29345295,AKT1
29346478,IDH2
29346580,PGR
29346580,ESR1
29346776,AR
29348128,PGR
29348676,CALR
29349711,DNMT1
29349761,BRCA1/2
29350307,CYP19A1
29350463,BRAF
29351902,PGR
29351902,FAT1
29352052,DNMT1
29352052,ESR1
29352052,MTOR
29352052,AKT1
29352052,CYP19A1
29352368,RASA1
29352431,DNMT1
29352441,IRF1
29352572,BRCA1/2
29352703,CTLA4
29352717,DDIT3
29352717,MYC
29353153,DNMT1
29355391,KRAS
29355391,CALR
29355391,ALK
29355391,EGFR
29355391,MET
29355391,RET
29355391,BRAF
29356607,IGF1
29356608,RIT1
29356608,DDIT3
29357201,ESR1
29357275,MAX
29357906,PGR
29357906,ESR1
29358171,AR
29358183,KRAS
29358183,HGF
29358778,DNMT1
29358871,RASA1
29358871,APC
29359349,CTLA4
29359349,PTEN
29359462,SDHA
29360614,BRCA1/2
29360614,MET
29361468,BRAF
29362392,BRCA1/2
29363525,EGFR
29363525,BRAF
29363525,KRAS
29365323,CEBPA
29366804,EPCAM
29367266,PRKAR1A
29368341,BRCA1/2
29368341,ATM
29368982,MTOR
29368982,AKT1
29369169,CTLA4
29369169,DNMT1
29370454,RASA1
29370992,MET
29371329,CTNNB1
29371473,EGFR
29371473,MET
29372234,MET
29372485,HGF
29372535,CTLA4
29372858,VEGFA
29373071,AR
29373100,ALK
29374053,CTLA4
29374054,CTLA4
29374487,FH
29376210,MET
29376210,ARID1A
29377755,ERCC2
29377758,YY1
29378660,PGR
29378771,IGF1
29380516,BRAF
29380678,PRKAR1A
29380900,VEGFA
29380900,MTOR
29381229,CTLA4
29381435,CTLA4
29381686,BRD4
29381686,DNMT1
29382334,NFKBIA
29382334,FANCA
29382334,ACTG1
29382703,PGR
29382703,CEBPA
29382703,BRCA1/2
29384265,RASA1
29384265,MET
29385279,ARID1B
29385279,CTLA4
29385376,CTLA4
29385376,PRKAR1A
29385863,MET
29386193,BCR
29386195,CTLA4
29386195,INSR
29386196,ESR1
29386196,REL
29386312,POLE
29386312,PTEN
29386574,CTLA4
29388903,ACTG1
29389234,BRAF
29389935,MET
29391351,CTLA4
29391351,PRKAR1A
29392362,FAT1
29392934,ACTG1
29393186,VEGFA
29393405,MYC
29393405,RB1
29393964,MET
29394125,CTLA4
29394125,HLA-C
29394989,BRCA1/2
29396065,VHL
29396092,SDHB
29396094,DDIT3
29396253,KRAS
29396253,CALR
29396253,ALK
29396253,EGFR
29396253,MET
29396253,RET
29396253,BRAF
29396516,ATM
29396864,MET
29397193,BRCA1/2
29397834,CTLA4
29397837,DDIT3
29397837,MYC
29398128,ACTG1
29398453,KRAS
29398453,CALR
29398453,ALK
29398453,EGFR
29398453,MET
29398453,RET
29398453,BRAF
29398651,APC
29399882,DNMT1
29401002,KRAS
29401002,APC
29402316,KRAS
29402500,RASA1
29404807,BRCA1/2
29407180,PGR
29407180,CTLA4
29408515,DNMT1
29408964,RET
29408964,NTRK1
29409476,BRCA1/2
29410180,CTLA4
29410180,RTEL1
29410346,DNMT1
29411417,BCR
29411417,ABL1
29412177,YAP1
29413424,PDGFRA
29413424,MST1R
29413424,KIT
29413424,SDHB
29414394,FH
29414774,CALR
29414775,MYC
29414775,RAF1
29414775,AKT1
29417299,ARID1A
29419530,MYC
29420293,APC
29420467,EGFR
29423521,EGFR
29423521,BRAF
29423521,KRAS
29423900,RASA1
29426719,CTLA4
29426719,RTEL1
29427814,MET
29428007,ESR1
29428974,MYC
29429967,RTEL1
29431697,EGFR
29431697,BRAF
29431698,KMT2A
29432077,CTLA4
29432077,YY1
29432428,PGR
29432428,ESR1
29432873,EPCAM
29432873,CTLA4
29433875,EGFR
29433875,CTLA4
29433983,EGFR
29433983,SRC
29433983,AXL
29434033,PDGFRB
29434033,ABL1
29434060,REST
29436303,ACTG1
29436922,ESR1
29438510,IDH2
29438694,ESR1
29438696,HRAS
29439172,ALK
29439670,APC
29439820,BRCA1/2
29439820,ATM
29439857,VEGFA
29439886,ESR1
29440043,CYP19A1
29440145,CBL
29440190,RASA1
29440293,EGFR
29441466,CYLD
29441466,CTLA4
29441466,CALR
29441722,DNMT1
29442401,CYP19A1
29442401,HGF
29443648,ESR1
29443657,ESR1
29443960,CTLA4
29445008,CTLA4
29445008,AR
29445008,APC
29445008,MTOR
29445028,MET
29445030,MET
29445030,KDR
29445030,SOS1
29445190,DNMT1
29445190,AKT1
29445900,ATM
29446205,BCR
29446693,POLE
29447163,BRCA1/2
29447263,DNMT1
29447458,KRAS
29447636,CTLA4
29447636,YY1
29448300,DNMT1
29448312,CTLA4
29449192,DNMT1
29449271,PTEN
29449271,KRAS
29449271,EGFR
29449271,GNAS
29449271,CTLA4
29449271,MYC
29449315,BRCA1/2
29449681,BCR
29449681,ABL1
29450752,DNMT1
29451020,ALK
29451980,BLM
29452716,DNMT1
29453232,CYP19A1
29453314,ESR1
29453314,CYP19A1
29453314,AR
29453628,CTLA4
29453628,RTEL1
29453679,BRAF
29453679,DNMT1
29453787,AKT1
29454306,VEGFA
29455298,CYP19A1
29455465,IGF1
29457276,CTLA4
29457276,MAX
29458961,ARID1A
29460033,DNMT1
29460642,IDH2
29460642,EGFR
29460642,ERBB2
29460642,BRAF
29460642,TERT
29460925,MTOR
29460925,PTEN
29460925,AKT1
29462493,ESR1
29463446,BCR
29463558,EIF4E
29463558,MYC
29463558,FLT1
29463813,YAP1
29463813,CTLA4
29464484,BCR
29464484,ABL1
29464484,AR
29464683,EGFR
29465264,BCR
29465264,FAT1
29466156,NTRK1
29467191,MPL
29467191,KRAS
29467191,CALR
29467191,SH2B3
29467321,NF2
29467336,PGR
29467336,CTLA4
29467463,CTLA4
29468455,MAX
29468652,RUNX1T1
29468834,PGR
29469659,MAX
29470805,BRCA1/2
29470805,MET
29470805,DNMT1
29473123,ESR1
29473123,ATM
29473123,HGF
29473182,AR
29473968,NR4A3
29475724,ESR1
29475724,CTLA4
29475959,MYC
29476383,MET
29476383,IGF1
29477102,ESR1
29477250,CTLA4
29477302,RET
29478780,ATM
29481634,ESR1
29481659,CTLA4
29481659,PRKAR1A
29482173,NPM1
29483135,ACTG1
29483136,MYC
29485076,ESR1
29486184,ATR
29486184,CALR
29486568,DNMT1
29487059,KIT
29487059,FLT1
29487070,CTLA4
29487224,VEGFA
29487224,MET
29487224,KDR
29487224,AXL
29487419,MTOR
29487419,AKT1
29487969,FAT1
29488033,ESR1
29488210,INSR
29488210,FAT1
29489407,BRAF
29489427,MET
29490071,ESR1
29490280,GNAQ
29490281,AKT1
29491081,ESR1
29496255,KRAS
29496255,MET
29496372,DNMT1
29496399,BRCA1/2
29496399,KRAS
29498925,BCR
29498925,MET
29499327,CTLA4
29499327,PRKAR1A
29500276,PGR
29500626,DNMT1
29500664,CTLA4
29502324,PGR
29502324,ESR1
29505034,BCR
29505034,ABL1
29506079,BRCA1/2
29506079,ATM
29506128,BRCA1/2
29506128,ATM
29506768,DNMT1
29506843,DNMT1
29507076,ABL1
29508246,MTOR
29508246,AR
29508246,AKT1
29508857,MTOR
29508857,AKT1
29508899,CTLA4
29509940,CTLA4
29509940,MTOR
29509940,BRAF
29510096,MET
29510096,DNMT1
29510530,IDH2
29510530,SDHB
29510530,PDGFRA
29510697,CTLA4
29511132,NR4A3
29511964,FAT1
29511977,CALR
